corp_id,corp_name,school_id,school_name,iread_rate
7200,School City of Mishawaka,7478,Liberty Elementary School,56.90%
7200,School City of Mishawaka,7481,Emmons Elementary School,56.40%
7200,School City of Mishawaka,7485,Lasalle Elementary School,65.50%
7200,School City of Mishawaka,7499,Twin Branch Elementary School,87.00%
7205,South Bend Community School Corp,7248,South Bend Virtual School,***
7205,South Bend Community School Corp,7417,Warren Elementary School,59.10%
7205,South Bend Community School Corp,7425,Clay International Academy,60.00%
7205,South Bend Community School Corp,7435,Darden Elementary School,74.10%
7205,South Bend Community School Corp,7441,Swanson Traditional School,90.50%
7205,South Bend Community School Corp,7533,Coquillard Elementary School ,30.60%
7205,South Bend Community School Corp,7545,Harrison Elementary School,39.40%
7205,South Bend Community School Corp,7546,Marshall Traditional School,74.10%
7205,South Bend Community School Corp,7555,Kennedy Academy,89.10%
7205,South Bend Community School Corp,7561,Lincoln Elementary School,64.40%
7205,South Bend Community School Corp,7569,McKinley Elementary School,45.20%
7205,South Bend Community School Corp,7573,Madison S.T.E.A.M. Academy ,52.30%
7205,South Bend Community School Corp,7577,Marquette Montessori Academy,77.10%
7205,South Bend Community School Corp,7585,Monroe Elementary School,48.10%
7205,South Bend Community School Corp,7588,Wilson Elementary School,32.90%
7205,South Bend Community School Corp,7593,Muessel Elementary School,38.90%
7205,South Bend Community School Corp,7601,Nuner Fine Arts Academy,60.80%
7215,Union-North United School Corp,7400,LaVille Elementary School,88.00%
7230,Scott County School District 1,7630,Austin Elementary School,68.70%
7255,Scott County School District 2,7633,Johnson Elementary School,97.30%
7255,Scott County School District 2,7637,Lexington Elementary School,82.10%
7255,Scott County School District 2,7649,Scottsburg Elem School,85.10%
7255,Scott County School District 2,7653,Vienna-Finley Elementary School,89.70%
7285,Shelby Eastern Schools,7663,Morristown Elementary School,86.40%
7285,Shelby Eastern Schools,7667,Waldron Elementary School,95.70%
7350,Northwestern Con School Corp,7691,Triton Central Elementary School,92.00%
7360,Southwestern Con Sch Shelby Co,7703,Southwestern Elementary School,83.30%
7365,Shelbyville Central Schools,7725,Coulston Elementary School,75.00%
7365,Shelbyville Central Schools,7729,Thomas A Hendricks Elementary Sch,75.90%
7365,Shelbyville Central Schools,7733,William F Loper Elementary School,85.80%
7385,North Spencer County Sch Corp,7751,Chrisney Elementary School,95.20%
7385,North Spencer County Sch Corp,7753,David Turnham Education Center,91.70%
7385,North Spencer County Sch Corp,7755,Nancy Hanks Elementary School,93.30%
7385,North Spencer County Sch Corp,7767,Lincoln Trail Elementary School,100.00%
7445,South Spencer County Sch Corp,7789,Luce Elementary School,93.50%
7445,South Spencer County Sch Corp,7803,Rockport-Ohio Elementary School,94.00%
7495,Oregon-Davis School Corp,7818,Oregon-Davis Elementary School,89.70%
7515,North Judson-San Pierre Sch Corp,7851,North Judson-San Pierre Elem Sch,77.40%
7525,Knox Community School Corp,7845,Knox Community Elementary School,82.50%
7605,Fremont Community Schools,7881,Fremont Elementary School,88.20%
7610,Hamilton Community Schools,7889,Hamilton Community Elementary Sch,95.80%
7615,MSD Steuben County,7897,Carlin Park Elementary School,71.70%
7615,MSD Steuben County,7899,Ryan Park Elementary School,79.70%
7615,MSD Steuben County,7901,Hendry Park Elementary School,85.70%
7615,MSD Steuben County,7905,Pleasant Lake Elementary School,86.40%
7645,Northeast School Corp,7921,Northeast North Elementary School,86.70%
7645,Northeast School Corp,7941,Northeast East Elementary School,75.00%
7715,Southwest School Corporation,7953,Carlisle Elementary School,93.50%
7715,Southwest School Corporation,7965,Sullivan Elementary School,79.60%
7775,Switzerland County School Corp,7985,Jefferson-Craig Elementary School,89.80%
7775,Switzerland County School Corp,7994,Switzerland Co Elementary School,83.60%
7855,Lafayette School Corporation,8089,Edgelea Elementary School,92.90%
7855,Lafayette School Corporation,8091,Glen Acres Elementary School,91.50%
7855,Lafayette School Corporation,8103,Miami Elementary School,73.50%
7855,Lafayette School Corporation,8104,Thomas Miller Elementary School,89.40%
7855,Lafayette School Corporation,8105,Murdock Elementary School,83.00%
7855,Lafayette School Corporation,8108,Oakland Elementary School,85.00%
7855,Lafayette School Corporation,8117,Vinton Elementary School,83.70%
7855,Lafayette School Corporation,8119,Amelia Earhart Elementary School,98.70%
7865,Tippecanoe School Corp,8005,Mayflower Mill Elementary School,80.00%
7865,Tippecanoe School Corp,8006,Wyandotte Elementary,86.50%
7865,Tippecanoe School Corp,8007,Hershey Elementary School,91.10%
7865,Tippecanoe School Corp,8009,Mintonye Elementary School,88.40%
7865,Tippecanoe School Corp,8017,Dayton Elementary School,96.80%
7865,Tippecanoe School Corp,8019,Burnett Creek Elementary School,91.50%
7865,Tippecanoe School Corp,8021,Wea Ridge Elementary School,86.40%
7865,Tippecanoe School Corp,8024,Battle Ground Elementary School,88.10%
7865,Tippecanoe School Corp,8035,James Cole Elementary School,95.60%
7865,Tippecanoe School Corp,8042,Klondike Elementary School,81.00%
7865,Tippecanoe School Corp,8111,Woodland Elementary School,83.30%
7875,West Lafayette Com School Corp,8138,West Lafayette Elementary School,92.40%
7935,Tri-Central Community Schools,8154,Tri Central Elementary,86.20%
7945,Tipton Community School Corp,8163,Tipton Elementary School,83.00%
7950,Union Co/Clg Corner Joint Sch Dist,8209,Liberty Elementary School,89.30%
7950,Union Co/Clg Corner Joint Sch Dist,8213,College Corner Union Elem School,90.20%
7995,Evansville Vanderburgh School Corp,8207,EVSC Virtual Academy,***
7995,Evansville Vanderburgh School Corp,8225,Cynthia Heights Elementary School,92.80%
7995,Evansville Vanderburgh School Corp,8229,Scott Elementary School,90.80%
7995,Evansville Vanderburgh School Corp,8231,Oak Hill Elementary,91.60%
7995,Evansville Vanderburgh School Corp,8242,McCutchanville Elementary School,94.50%
7995,Evansville Vanderburgh School Corp,8251,Lincoln School,45.50%
7995,Evansville Vanderburgh School Corp,8261,Caze Elementary School,60.90%
7995,Evansville Vanderburgh School Corp,8265,Cedar Hall Community School,72.10%
7995,Evansville Vanderburgh School Corp,8270,Academy for Innovative Studies,***
7995,Evansville Vanderburgh School Corp,8285,Delaware Elementary School,76.20%
7995,Evansville Vanderburgh School Corp,8289,Dexter Elementary School,56.70%
7995,Evansville Vanderburgh School Corp,8293,Fairlawn Elementary School,41.40%
7995,Evansville Vanderburgh School Corp,8301,Glenwood Leadership Academy,28.60%
7995,Evansville Vanderburgh School Corp,8309,Harper Elementary School,58.70%
7995,Evansville Vanderburgh School Corp,8317,Hebron Elementary School,72.00%
7995,Evansville Vanderburgh School Corp,8321,Stockwell Elementary School,80.50%
7995,Evansville Vanderburgh School Corp,8325,Highland Elementary School,85.40%
7995,Evansville Vanderburgh School Corp,8329,Lodge Community School,65.90%
7995,Evansville Vanderburgh School Corp,8353,Evans School,47.40%
7995,Evansville Vanderburgh School Corp,8357,Stringtown Elementary School,77.60%
7995,Evansville Vanderburgh School Corp,8361,Tekoppel Elementary School,63.50%
7995,Evansville Vanderburgh School Corp,8365,Vogel Elementary School,87.20%
7995,Evansville Vanderburgh School Corp,8376,Daniel Wertz Elementary School,68.80%
7995,Evansville Vanderburgh School Corp,8381,West Terrace Elementary School,94.90%
8010,North Vermillion Com Sch Corp,8403,North Vermillion Elementary School,82.90%
8020,South Vermillion Com Sch Corp,8409,Central Elementary School,89.40%
8020,South Vermillion Com Sch Corp,8431,Ernie Pyle Elementary School,91.20%
8020,South Vermillion Com Sch Corp,8435,Van Duyn Elementary School,90.90%
8030,Vigo County School Corp,8483,Vigo Virtual School Academy,***
8030,Vigo County School Corp,8497,Sugar Creek Consolidated Elem Sch,78.90%
8030,Vigo County School Corp,8505,Davis Park Elementary School,79.20%
8030,Vigo County School Corp,8510,Adelaide De Vaney Elementary Sch,90.30%
8030,Vigo County School Corp,8511,Dixie Bee Elementary School,86.80%
8030,Vigo County School Corp,8517,Farrington Grove Elementary School,66.70%
8030,Vigo County School Corp,8521,Fayette Elementary School,91.30%
8030,Vigo County School Corp,8525,Rio Grande Elementary School,89.50%
8030,Vigo County School Corp,8533,Benjamin Franklin Elem School,73.70%
8030,Vigo County School Corp,8537,Blanche E Fuqua Elementary School,75.40%
8030,Vigo County School Corp,8543,Hoosier Prairie Elementary School,84.40%
8030,Vigo County School Corp,8549,Lost Creek Elementary School,90.70%
8030,Vigo County School Corp,8575,Ouabache Elementary School,86.80%
8030,Vigo County School Corp,8593,Riley Elementary School,90.30%
8030,Vigo County School Corp,8605,Sugar Grove Elementary School,82.80%
8030,Vigo County School Corp,8607,Terre Town Elementary School,82.70%
8045,Manchester Community Schools,8633,Manchester Elementary School,93.10%
8050,MSD Wabash County Schools,8656,Southwood Elementary School,84.10%
8050,MSD Wabash County Schools,8657,Sharp Creek Elementary School,90.10%
8060,Wabash City Schools,8706,O J Neighbours Elementary School,80.80%
8115,MSD Warren County,8729,Williamsport Elementary School,61.30%
8115,MSD Warren County,8733,Pine Village Elementary School,96.60%
8115,MSD Warren County,8744,Warren Central Elementary School,80.00%
8130,Warrick County School Corp,8761,Yankeetown Elementary School,96.30%
8130,Warrick County School Corp,8764,John H Castle Elementary School,97.40%
8130,Warrick County School Corp,8769,Elberfeld Elementary School,100.00%
8130,Warrick County School Corp,8773,Lynnville Elementary School,100.00%
8130,Warrick County School Corp,8777,Loge Elementary School,94.10%
8130,Warrick County School Corp,8785,Tennyson Elementary School,100.00%
8130,Warrick County School Corp,8801,Oakdale Elementary School,83.80%
8130,Warrick County School Corp,8813,Chandler Elementary School,96.60%
8130,Warrick County School Corp,8817,Newburgh Elementary School,90.90%
8130,Warrick County School Corp,8819,Sharon Elementary School,91.80%
8205,Salem Community Schools,8864,Bradie Shrum Elementary,74.60%
8215,East Washington School Corp,8904,East Washington Elementary School,84.00%
8220,West Washington School Corp,8894,West Washington Elementary School,92.20%
8305,Nettle Creek School Corporation,8989,Hagerstown Elementary School,91.50%
8355,Western Wayne Schools,8971,Western Wayne Elementary School,87.20%
8360,Centerville-Abington Com Schs,8983,Centerville-Abington Elem School,89.60%
8375,Northeastern Wayne Schools,8928,Northeastern Elementary School,81.40%
8385,Richmond Community Schools,8997,Test Intermediate School,100.00%
8385,Richmond Community Schools,9013,Charles Elementary School,79.60%
8385,Richmond Community Schools,9014,Crestdale Elementary School,78.40%
8385,Richmond Community Schools,9017,Fairview Elementary School,56.70%
8385,Richmond Community Schools,9038,Starr Elementary School,62.20%
8385,Richmond Community Schools,9045,Vaile Elementary School,60.00%
8385,Richmond Community Schools,9053,Westview Elementary School,77.40%
8385,Richmond Community Schools,9056,Community Youth Services,***
8425,Southern Wells Com Schools,9057,Southern Wells Elementary School,89.90%
8435,Norwell Community Schools,9081,Ossian Elementary,89.90%
8435,Norwell Community Schools,9085,Lancaster Central School,83.70%
8445,MSD Bluffton-Harrison,9098,Bluffton-Harrison Elementary Sch,82.70%
8515,North White School Corp,9119,North White Elementary School,64.30%
8525,Frontier School Corporation,9113,Frontier Elementary,93.80%
8535,Tri-County School Corporation,9143,Tri-County Intermediate School,87.90%
8565,Twin Lakes School Corp,9129,Eastlawn Elementary School,90.90%
8565,Twin Lakes School Corp,9157,Oaklawn Elementary School,85.20%
8565,Twin Lakes School Corp,9163,Meadowlawn Elementary School,82.60%
8625,Smith-Green Community Schools,9197,Churubusco Elementary School,89.70%
8665,Whitley County Con Schools,9178,Little Turtle Elementary School,86.40%
8665,Whitley County Con Schools,9179,Coesse School,91.30%
8665,Whitley County Con Schools,9186,Northern Heights Elementary School,87.00%
8665,Whitley County Con Schools,9196,Mary Raber Elementary School,73.30%
8675,Invent Learning Hub,9532,Invent Learning Hub,58.30%
8685,PLA at George H Fisher School 93,5593,PLA at George H Fisher School 93,65.40%
8690,Dynamic Minds Academy,8692,Dynamic Minds Academy,***
8950,Phalen Leadership Academy at Francis Scott Key School 103,5603,Phalen at Francis Scott Key 103,44.80%
8980,The PATH School,9971,The PATH School,35.80%
9000,Phalen Virtual Leadership Academy,9992,Phalen Virtual Leadership Academy,65.20%
9030,Otwell Miller Academy,2019,Otwell Miller Academy,85.00%
9054,The Genius School,9924,The Genius School,72.70%
9060,Paramount Cottage Home,139,Paramount Cottage Home,89.20%
9065,Allegiant Preparatory Academy,1002,Allegiant Preparatory Academy,64.70%
9085,pilotED Schools,1006,Bethel Park Elementary | pilotED Schools,61.30%
9090,Matchbook Learning  ,1041,Matchbook Learning,42.90%
9095,Urban ACT Academy,9094,Urban ACT Academy,64.90%
9130,Adelante Schools,9993,Emma Donnan Elementary and Middle,57.50%
9150,Circle City Prep Charter School,1126,Circle City Preparatory Elementary School,73.90%
9310,Charter School of the Dunes,1535,Charter School of the Dunes,48.60%
9320,Community Montessori Inc,1536,Community Montessori,63.90%
9330,Irvington Community School,1537,Irvington Community School,83.10%
9350,Timothy L Johnson Academy,1539,Timothy L Johnson Academy,64.10%
9365,Enlace Academy,5667,Enlace Academy,38.70%
9380,Christel House Academy South,5874,Christel House Academy South,87.00%
9395,Christel House Academy West,5871,Christel House Academy West,65.30%
9410,KIPP Indy Unite Elementary,5741,KIPP Indy Unite Elementary,43.80%
9425,Tindley Genesis Academy,5621,Tindley Genesis Academy,59.70%
9430,Tindley Summit Academy,5629,Tindley Summit Academy,64.70%
9460,Thea Bowman Leadership Academy,4022,Thea Bowman Leadership Academy,89.10%
9465,Rural Community Schools Inc,7951,Rural Community Academy,***
9485,SE Neighborhood Sch of Excellence,5868,SE Neighborhood Sch of Excellence,59.70%
9495,Joshua Academy,8203,Joshua Academy,63.60%
9531,Paramount Online Academy,9701,Paramount Online Academy,100.00%
9533,Promise Prep,9703,PLA@Promise Prep,***
9534,Indy Steam Academy,9704,Indy Steam Academy,57.70%
9535,Gary Lighthouse Charter School,4130,Gary Lighthouse Charter School,47.10%
9536,Lawrence County Independent Schools,9706,Lawrence County Independent Schools,79.20%
9537,The Nature School of Central Indiana,9707,The Nature School of Central Indiana,80.00%
9538,Herron Preparatory Academy,9702,Herron Preparatory Academy,96.40%
9545,21st Century Charter Sch of Gary,4164,21st Century Charter Sch of Gary,60.80%
9555,East Chicago Urban Enterprise Academy,3935,East Chicago Urban Enterprise Academy,79.10%
9575,Victory College Prep,5523,Victory College Prep,76.40%
9595,East Chicago Lighthouse Charter,3971,East Chicago Lighthouse,43.40%
9605,IN Sch for the Blind & Vis Imprd,C460,IN Sch for the Blind & Vis Imprd,***
9610,Indiana School For The Deaf,C695,Indiana School For The Deaf,16.70%
9615,Andrew J Brown Academy,5488,Andrew J Brown Academy,46.80%
9620,Burris Laboratory School,1441,Burris Laboratory School,95.70%
9645,Avondale Meadows Academy,5716,Avondale Meadows Academy,56.80%
9665,Geist Montessori Academy,2572,Geist Montessori Academy,75.00%
9680,Paramount Brookside ,5508,Paramount Brookside ,88.00%
9685,Aspire Charter Academy,4043,Aspire Charter Academy,76.70%
9690,Renaissance Academy Charter School,4711,Renaissance Academy Charter School,91.20%
9722,Springville Community Academy,9107,Springville Community Academy,76.90%
9725,Canaan Community Academy,3312,Canaan Community Academy,32.40%
9735,Inspire Academy - A Sch of Inquiry,1518,Inspire Academy - A Sch of Inquiry,33.30%
9737,Liberty Grove Schools,9002,Liberty Grove Schools,29.30%
9785,IN Math & Science Academy,5837,IN Math & Science Academy,77.60%
9790,Anderson Preparatory Academy,5092,Anderson Preparatory Academy,74.50%
9835,The Bloomington Project School,6215,The Bloomington Project School,89.20%
9870,Discovery Charter School,6824,Discovery Charter School,86.30%
9875,Rock Creek Community Academy,771,Rock Creek Community Academy,89.30%
9895,IN Math & Science Academy - North,5444,IN Math & Science Academy - North,41.30%
9905,Indiana Connections Academy,7944,Indiana Connections Academy,66.90%
9920,Damar Charter Academy,5191,Damar Charter Academy,***
9925,Phalen Leadership Academy - IN Inc,5496,Phalen Leadership Academy - IN Inc,67.60%
9935,Vision Academy,5899,Vision Academy,54.30%
9950,Dugger Union Community School Corp,7952,Dugger Union Community School Corp,62.20%
9954,Phalen Leadership Academy at Louis B Russell School 48,5548,Louis B Russell Jr School 48,67.40%
9955,Mays Community Academy,7231,Mays Community Academy,100.00%
9960,Success Academy Primary School,7562,Success Academy Primary School,63.00%
9970,ACE Preparatory Academy,1111,ACE Preparatory Academy,76.30%
9975,Global Preparatory Academy,1112,Global Preparatory Academy,52.20%
9980,Steel City Academy,1113,Steel City Academy,65.00%
9985,Seven Oaks Classical School,1114,Seven Oaks Classical School,100.00%
9990,Higher Institute of Arts & Tech,1116,Higher Institute of Arts & Tech,47.40%
-999,Independent Non-Public Schools,A004,Hagia Sophia Classical Academy,***
-999,Independent Non-Public Schools,A102,Maple Creek Adventist Academy,***
-999,Independent Non-Public Schools,A119,Dana Christian School Corporation,***
-999,Independent Non-Public Schools,A121,Evansville Adventist Academy,***
-999,Independent Non-Public Schools,A126,Edinburgh Christian School,***
-999,Independent Non-Public Schools,A149,Apogee School For The Gifted ,***
-999,Independent Non-Public Schools,A172,Blackhawk Christian Elementary Sch,100.00%
-999,Independent Non-Public Schools,A236,Cornerstone College Prep Sch,***
-999,Independent Non-Public Schools,A249,Central Christian School,100.00%
-999,Independent Non-Public Schools,A260,Aboite Christian School,***
-999,Independent Non-Public Schools,A275,Crossroad Child & Family Services,***
-999,Independent Non-Public Schools,A303,FaithPrep Indiana,***
-999,Independent Non-Public Schools,A304,GEO Focus Academy,***
-999,Independent Non-Public Schools,A308,Islamic Academy of Kendallville,***
-999,Independent Non-Public Schools,A311,Saint Thomas More Academy,100.00%
-999,Independent Non-Public Schools,A450,Columbus Christian School Inc,81.60%
-999,Independent Non-Public Schools,A724,Good Shepherd Christian Academy,***
-999,Independent Non-Public Schools,A740,Lakewood Park Christian School,92.60%
-999,Independent Non-Public Schools,A746,Heritage Hall Christian School,100.00%
-999,Independent Non-Public Schools,A875,Clinton Christian School,81.80%
-999,Independent Non-Public Schools,A990,Elkhart Christian Academy,100.00%
-999,Independent Non-Public Schools,B015,Bethany Christian School,94.10%
-999,Independent Non-Public Schools,B045,Christian Academy of Indiana,94.90%
-999,Independent Non-Public Schools,B085,Covington Christian School,90.90%
-999,Independent Non-Public Schools,B129,Life Christian STEAM Academy,***
-999,Independent Non-Public Schools,B136,The King's Academy,***
-999,Independent Non-Public Schools,B145,Lakeview Christian School Inc,100.00%
-999,Independent Non-Public Schools,B160,Eman Schools,100.00%
-999,Independent Non-Public Schools,B161,Fishers Christian Academy,***
-999,Independent Non-Public Schools,B195,Cicero Adventist School,***
-999,Independent Non-Public Schools,B205,Union Bible College & Academy,***
-999,Independent Non-Public Schools,B248,Legacy Christian School,100.00%
-999,Independent Non-Public Schools,B251,Indy West Christian School,***
-999,Independent Non-Public Schools,B290,Bethesda Christian School,92.10%
-999,Independent Non-Public Schools,B295,Indianapolis Christian School,97.80%
-999,Independent Non-Public Schools,B299,Legacy Learning Center,94.40%
-999,Independent Non-Public Schools,B302,Universal School of Plainfield,***
-999,Independent Non-Public Schools,B455,Sandy Creek Christian Academy ,***
-999,Independent Non-Public Schools,B470,DeMotte Christian School,91.70%
-999,Independent Non-Public Schools,B483,Jay County Christian Academy,31.60%
-999,Independent Non-Public Schools,B493,Christian Academy of Madison,92.90%
-999,Independent Non-Public Schools,B549,Greenwood Christian School,100.00%
-999,Independent Non-Public Schools,B595,Lakeland Christian Academy,85.00%
-999,Independent Non-Public Schools,B771,Crown Point Christian School,96.80%
-999,Independent Non-Public Schools,B806,Ambassador Christian Academy,78.90%
-999,Independent Non-Public Schools,B815,Calumet Christian School,71.40%
-999,Independent Non-Public Schools,B821,Indiana Horizon Academy,***
-999,Independent Non-Public Schools,B951,Morning Star Academy,***
-999,Independent Non-Public Schools,C020,Highland Christian School,93.80%
-999,Independent Non-Public Schools,C130,Saint Paul Lutheran School,***
-999,Independent Non-Public Schools,C175,Indiana Christian Academy,100.00%
-999,Independent Non-Public Schools,C215,Cross Street Christian School,***
-999,Independent Non-Public Schools,C226,Liberty Christian Elementary,96.60%
-999,Independent Non-Public Schools,C250,Anderson Christian School,***
-999,Independent Non-Public Schools,C257,Damar Academy,***
-999,Independent Non-Public Schools,C271,Curtis Wilson Primary School,90.00%
-999,Independent Non-Public Schools,C275,Heritage Christian School,98.00%
-999,Independent Non-Public Schools,C281,Cornerstone Baptist Academy,***
-999,Independent Non-Public Schools,C282,Horizon Christian School,100.00%
-999,Independent Non-Public Schools,C325,Suburban Christian School,87.10%
-999,Independent Non-Public Schools,C349,Southport Presbyterian Chrst Sch,90.00%
-999,Independent Non-Public Schools,C375,Traders Point Christian Schools,97.40%
-999,Independent Non-Public Schools,C396,Burge Terrace Christian School,90.50%
-999,Independent Non-Public Schools,C455,Indianapolis Junior Academy,***
-999,Independent Non-Public Schools,C475,Hasten Hebrew Acad of Indianapolis,***
-999,Independent Non-Public Schools,C495,Colonial Christian School,100.00%
-999,Independent Non-Public Schools,C513,Islamic Academy of Indianapolis,100.00%
-999,Independent Non-Public Schools,C514,Crosspointe Christian Academy,88.20%
-999,Independent Non-Public Schools,C519,Chapel Hill Christian School,***
-999,Independent Non-Public Schools,C561,Trinity Christian School,60.00%
-999,Independent Non-Public Schools,C563,Shepherd Community Academy ,87.00%
-999,Independent Non-Public Schools,C575,Central Christian Academy,86.70%
-999,Independent Non-Public Schools,C580,Calvary Christian School,100.00%
-999,Independent Non-Public Schools,C628,MTI School of Knowledge,70.60%
-999,Independent Non-Public Schools,C679,Indianapolis Southside Christian ,***
-999,Independent Non-Public Schools,C690,Capitol City SDA Church School,***
-999,Independent Non-Public Schools,C699,TP Schools,92.00%
-999,Independent Non-Public Schools,C791,School for Community Learning,***
-999,Independent Non-Public Schools,C905,Adventist Christian Elementary,***
-999,Independent Non-Public Schools,C910,Covenant Christian School,***
-999,Independent Non-Public Schools,C927,Lighthouse Christian Academy,95.50%
-999,Independent Non-Public Schools,C933,Clear Creek Christian School,100.00%
-999,Independent Non-Public Schools,C940,Tabernacle Christian School,74.20%
-999,Independent Non-Public Schools,C965,Mooresville Christian Academy,97.30%
-999,Independent Non-Public Schools,C966,Greenwood Christian Academy,91.30%
-999,Independent Non-Public Schools,D063,Emmanuel Baptist Academy,***
-999,Independent Non-Public Schools,D073,Victory Christian Academy,100.00%
-999,Independent Non-Public Schools,D080,Portage Christian School,82.60%
-999,Independent Non-Public Schools,D158,North Liberty Christian School,***
-999,Independent Non-Public Schools,D189,Covenant Christian School,100.00%
-999,Independent Non-Public Schools,D195,South Bend Hebrew Day School,90.00%
-999,Independent Non-Public Schools,D300,South Bend Jr Academy School,***
-999,Independent Non-Public Schools,D305,Community Baptist Christian School,95.00%
-999,Independent Non-Public Schools,D310,Granger Christian School,100.00%
-999,Independent Non-Public Schools,D315,"Michiana Christian Academy, Inc.",***
-999,Independent Non-Public Schools,D329,Grace Christian Academy Inc,100.00%
-999,Independent Non-Public Schools,D440,Lafayette Christian School,93.30%
-999,Independent Non-Public Schools,D452,Faith Christian School,100.00%
-999,Independent Non-Public Schools,D489,Evansville Christian Sch Newburgh,100.00%
-999,Independent Non-Public Schools,D525,Evansville Day School,100.00%
-999,Independent Non-Public Schools,D725,Holy Cross School,***
-999,Independent Non-Public Schools,D845,Richmond Adventist Elementary School,***
-999,Independent Non-Public Schools,D862,Community Christian School,***
-999,Independent Non-Public Schools,D875,Kingdom Academy of Bluffton Inc,***
-999,Independent Non-Public Schools,D912,Al Haqq Foundation Academy ,***
-999,Independent Non-Public Schools,D913,Israel School of Excellence ,76.90%
-999,Independent Non-Public Schools,D914,International Leadership Schools,88.90%
-999,Independent Non-Public Schools,D918,Alyssum Montessori School,***
9200,Archdiocese of Indianapolis,A425,St Bartholomew School,90.50%
9200,Archdiocese of Indianapolis,A550,St John Paul II Catholic School,100.00%
9200,Archdiocese of Indianapolis,A560,Saint Anthony of Padua ,96.30%
9200,Archdiocese of Indianapolis,A570,Sacred Heart School,100.00%
9200,Archdiocese of Indianapolis,A680,Saint Nicholas School,94.10%
9200,Archdiocese of Indianapolis,A700,Saint Lawrence School,95.70%
9200,Archdiocese of Indianapolis,A730,Saint Mary's School,100.00%
9200,Archdiocese of Indianapolis,B035,Saint Gabriel Catholic School,100.00%
9200,Archdiocese of Indianapolis,B050,Holy Family School,95.20%
9200,Archdiocese of Indianapolis,B060,Our Lady Of Perpetual Help School,97.50%
9200,Archdiocese of Indianapolis,B067,St Mary of-the-Knobs Catholic Sch,100.00%
9200,Archdiocese of Indianapolis,B095,Saint Michael School,95.50%
9200,Archdiocese of Indianapolis,B265,Saint Michael School,100.00%
9200,Archdiocese of Indianapolis,B280,Saint Joseph School,100.00%
9200,Archdiocese of Indianapolis,B285,Saint Malachy School,96.20%
9200,Archdiocese of Indianapolis,B300,Saint Susanna School,93.80%
9200,Archdiocese of Indianapolis,B440,Saint Ambrose School,83.30%
9200,Archdiocese of Indianapolis,B510,Pope John XXIII Elementary School,100.00%
9200,Archdiocese of Indianapolis,B515,Saint Mary's School,94.40%
9200,Archdiocese of Indianapolis,B518,St Rose of Lima School,100.00%
9200,Archdiocese of Indianapolis,B535,Our Lady of the Greenwood School,90.60%
9200,Archdiocese of Indianapolis,B540,SS Francis and Clare Catholic Sch,100.00%
9200,Archdiocese of Indianapolis,C160,Saint Vincent DePaul School,100.00%
9200,Archdiocese of Indianapolis,C265,Nativity Catholic School,93.30%
9200,Archdiocese of Indianapolis,C280,Saint Lawrence School,55.00%
9200,Archdiocese of Indianapolis,C295,Saint Barnabas School,97.90%
9200,Archdiocese of Indianapolis,C300,Saint Jude Elementary School,100.00%
9200,Archdiocese of Indianapolis,C305,Saint Mark School,88.20%
9200,Archdiocese of Indianapolis,C310,Saint Roch School,100.00%
9200,Archdiocese of Indianapolis,C390,Holy Spirit School,87.90%
9200,Archdiocese of Indianapolis,C435,Saint Luke School,100.00%
9200,Archdiocese of Indianapolis,C440,Saint Matthew School,100.00%
9200,Archdiocese of Indianapolis,C445,Saint Monica School,84.80%
9200,Archdiocese of Indianapolis,C450,Saint Pius X School,97.80%
9200,Archdiocese of Indianapolis,C545,Holy Name Catholic School,72.00%
9200,Archdiocese of Indianapolis,C585,Christ The King School,100.00%
9200,Archdiocese of Indianapolis,C590,Holy Angels Catholic School,63.60%
9200,Archdiocese of Indianapolis,C595,Holy Cross Central School,33.30%
9200,Archdiocese of Indianapolis,C600,Immaculate Heart of Mary School,100.00%
9200,Archdiocese of Indianapolis,C605,Our Lady Of Lourdes School,92.90%
9200,Archdiocese of Indianapolis,C615,St Anthony Catholic School,31.80%
9200,Archdiocese of Indianapolis,C625,Central Catholic School,60.70%
9200,Archdiocese of Indianapolis,C645,Saint Joan Of Arc School,94.70%
9200,Archdiocese of Indianapolis,C650,St Michael St Gabriel Archangels School,60.90%
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,64.30%
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,100.00%
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,71.00%
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,100.00%
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,100.00%
9200,Archdiocese of Indianapolis,C900,Saint Charles Borromeo School,92.90%
9200,Archdiocese of Indianapolis,D130,Saint Louis School,100.00%
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,100.00%
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,100.00%
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,92.90%
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,94.70%
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,85.00%
9205,Diocese of Gary,B775,Saint Michael School,94.40%
9205,Diocese of Gary,B780,Saint John Evangelist School,100.00%
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,100.00%
9205,Diocese of Gary,B865,St Stanislaus School,82.40%
9205,Diocese of Gary,B930,Saint Mary School,100.00%
