corp_id,corp_name,school_id,school_name,iread_rate
9205,Diocese of Gary,B950,Saint Casimir School,100.00%
9205,Diocese of Gary,B960,Saint John Bosco School,89.50%
9205,Diocese of Gary,B965,Saint John The Baptist School,96.80%
9205,Diocese of Gary,C025,Our Lady Of Grace School,93.80%
9205,Diocese of Gary,C060,Saint Thomas More School,100.00%
9205,Diocese of Gary,C105,Notre Dame Catholic School,100.00%
9205,Diocese of Gary,C110,Queen Of All Saints School,92.90%
9205,Diocese of Gary,C120,Saint Stanislaus Kostka School,***
9205,Diocese of Gary,D050,Saint Patrick School,79.30%
9205,Diocese of Gary,D065,Nativity of Our Savior School,93.30%
9205,Diocese of Gary,D085,Saint Paul Catholic School,100.00%
9210,Diocese of Lafayette Catholic Sch,A470,Sacred Heart School,100.00%
9210,Diocese of Lafayette Catholic Sch,A795,St. Michael Catholic School,90.50%
9210,Diocese of Lafayette Catholic Sch,B155,Saint Paul Parish School,94.70%
9210,Diocese of Lafayette Catholic Sch,B215,Our Lady Of Mt Carmel School,100.00%
9210,Diocese of Lafayette Catholic Sch,B216,Saint Maria Goretti School,100.00%
9210,Diocese of Lafayette Catholic Sch,B227,Saint Louis de Montfort School,100.00%
9210,Diocese of Lafayette Catholic Sch,B246,Our Lady of Grace School,100.00%
9210,Diocese of Lafayette Catholic Sch,B395,Sts Joan of Arc & Patrick School,92.00%
9210,Diocese of Lafayette Catholic Sch,B475,Saint Augustine School,***
9210,Diocese of Lafayette Catholic Sch,C190,Saint Mary School,100.00%
9210,Diocese of Lafayette Catholic Sch,C211,Holy Cross School,91.70%
9210,Diocese of Lafayette Catholic Sch,D425,Saint Lawrence Elementary School,100.00%
9210,Diocese of Lafayette Catholic Sch,D430,Saint Mary Cathedral School,100.00%
9215,Diocese of Evansville,A665,Washington Catholic Elementary Sch,83.30%
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,100.00%
9215,Diocese of Evansville,B105,St Joseph School,90.90%
9215,Diocese of Evansville,B115,Holy Cross School,100.00%
9215,Diocese of Evansville,B120,Saint James School,83.30%
9215,Diocese of Evansville,B125,Saints Peter & Paul School,100.00%
9215,Diocese of Evansville,B565,Flaget Elementary School,96.70%
9215,Diocese of Evansville,D095,St Matthew School,***
9215,Diocese of Evansville,D100,St Philip School,100.00%
9215,Diocese of Evansville,D105,Saint Wendel School,100.00%
9215,Diocese of Evansville,D370,St Bernard Catholic School,100.00%
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,92.90%
9215,Diocese of Evansville,D550,Corpus Christi School,93.30%
9215,Diocese of Evansville,D555,Good Shepherd School,100.00%
9215,Diocese of Evansville,D560,Holy Redeemer School,91.70%
9215,Diocese of Evansville,D565,Holy Rosary School,97.40%
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,59.10%
9215,Diocese of Evansville,D580,Westside Catholic School,90.90%
9215,Diocese of Evansville,D590,St Benedict Cathedral School,100.00%
9215,Diocese of Evansville,D605,Saint Joseph School,100.00%
9215,Diocese of Evansville,D610,Resurrection School,100.00%
9215,Diocese of Evansville,D815,Saint John The Baptist School,97.10%
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,95.50%
9220,Diocese of Fort Wayne - South Bend,A104,Saint Elizabeth Ann Seton Catholic Sch,94.10%
9220,Diocese of Fort Wayne - South Bend,A106,Our Lady School,93.80%
9220,Diocese of Fort Wayne - South Bend,A130,Most Precious Blood School,85.00%
9220,Diocese of Fort Wayne - South Bend,A135,Queen Of Angels School,88.20%
9220,Diocese of Fort Wayne - South Bend,A145,Saint Charles Borromeo School,94.80%
9220,Diocese of Fort Wayne - South Bend,A150,Saint John The Baptist School,93.90%
9220,Diocese of Fort Wayne - South Bend,A155,Saint Joseph Catholic School,53.80%
9220,Diocese of Fort Wayne - South Bend,A160,Saint Jude Elementary School,97.10%
9220,Diocese of Fort Wayne - South Bend,A175,Saint Therese School,90.00%
9220,Diocese of Fort Wayne - South Bend,A180,Saint Vincent DePaul School,97.80%
9220,Diocese of Fort Wayne - South Bend,A270,Saint Aloysius Catholic School,***
9220,Diocese of Fort Wayne - South Bend,A340,Saint Rose of Lima School,100.00%
9220,Diocese of Fort Wayne - South Bend,A350,St Joseph Hessen Cassel Cath Sch,95.80%
9220,Diocese of Fort Wayne - South Bend,A355,Saint John The Baptist Catholic ,100.00%
9220,Diocese of Fort Wayne - South Bend,A360,Saint Louis Besancon Catholic Sch,80.00%
9220,Diocese of Fort Wayne - South Bend,A735,Saint Joseph School,92.30%
9220,Diocese of Fort Wayne - South Bend,A975,St Thomas The Apostle School,100.00%
9220,Diocese of Fort Wayne - South Bend,A980,St Vincent de Paul School,69.60%
9220,Diocese of Fort Wayne - South Bend,B020,St John Evangelist School,100.00%
9220,Diocese of Fort Wayne - South Bend,B418,Huntington Catholic School,90.50%
9220,Diocese of Fort Wayne - South Bend,B605,Sacred Heart School,96.30%
9220,Diocese of Fort Wayne - South Bend,C855,Saint Michael School,92.90%
9220,Diocese of Fort Wayne - South Bend,C980,Saint Mary Elementary School,100.00%
9220,Diocese of Fort Wayne - South Bend,D164,St Pius X Catholic School,95.90%
9220,Diocese of Fort Wayne - South Bend,D177,Mishawaka Catholic School,100.00%
9220,Diocese of Fort Wayne - South Bend,D198,Queen of Peace School,***
9220,Diocese of Fort Wayne - South Bend,D230,Christ The King School,97.90%
9220,Diocese of Fort Wayne - South Bend,D235,Corpus Christi School,92.90%
9220,Diocese of Fort Wayne - South Bend,D240,Holy Cross School,89.40%
9220,Diocese of Fort Wayne - South Bend,D245,Holy Family School,80.00%
9220,Diocese of Fort Wayne - South Bend,D250,Our Lady Of Hungary School,87.50%
9220,Diocese of Fort Wayne - South Bend,D255,Saint Adalbert School,60.00%
9220,Diocese of Fort Wayne - South Bend,D260,Saint Anthony De Padua School,96.90%
9220,Diocese of Fort Wayne - South Bend,D265,Saint John The Baptist School,66.70%
9220,Diocese of Fort Wayne - South Bend,D270,Saint Joseph School,94.10%
9220,Diocese of Fort Wayne - South Bend,D275,Saint Jude Catholic School,88.90%
9220,Diocese of Fort Wayne - South Bend,D285,Saint Matthew Cathedral School,92.90%
9220,Diocese of Fort Wayne - South Bend,D805,Saint Bernard Elementary School,90.00%
9230,Lutheran Schools of Indiana,A040,St Peter Immanuel Lutheran School,***
9230,Lutheran Schools of Indiana,A045,Wyneken Memorial Lutheran School,100.00%
9230,Lutheran Schools of Indiana,A200,Suburban Bethlehem Lutheran School,95.20%
9230,Lutheran Schools of Indiana,A205,Concordia Lutheran School,97.30%
9230,Lutheran Schools of Indiana,A215,Emmanuel St Michael Lutheran Sch,95.00%
9230,Lutheran Schools of Indiana,A220,Emmaus Lutheran School,86.40%
9230,Lutheran Schools of Indiana,A225,Holy Cross Lutheran School,94.70%
9230,Lutheran Schools of Indiana,A235,Lutheran South Unity School,76.50%
9230,Lutheran Schools of Indiana,A245,Saint Paul Lutheran School,94.70%
9230,Lutheran Schools of Indiana,A248,Ascension Lutheran School,100.00%
9230,Lutheran Schools of Indiana,A250,Saint Peter's Lutheran School,95.00%
9230,Lutheran Schools of Indiana,A365,St John-Emmanuel Lutheran School,***
9230,Lutheran Schools of Indiana,A370,Central Lutheran School,100.00%
9230,Lutheran Schools of Indiana,A375,Woodburn Lutheran School,***
9230,Lutheran Schools of Indiana,A430,White Creek Lutheran School,***
9230,Lutheran Schools of Indiana,A435,Saint Peters Lutheran School,82.20%
9230,Lutheran Schools of Indiana,A695,Saint John Ev Lutheran School,***
9230,Lutheran Schools of Indiana,A985,Trinity Lutheran School,53.40%
9230,Lutheran Schools of Indiana,B260,Zion Lutheran School,87.50%
9230,Lutheran Schools of Indiana,B275,Saint John Lutheran School,***
9230,Lutheran Schools of Indiana,B367,Redeemer Lutheran School,100.00%
9230,Lutheran Schools of Indiana,B445,Immanuel Lutheran School,100.00%
9230,Lutheran Schools of Indiana,B450,Saint John Lutheran School,***
9230,Lutheran Schools of Indiana,B465,Lutheran Central School,100.00%
9230,Lutheran Schools of Indiana,B850,Trinity Lutheran School,100.00%
9230,Lutheran Schools of Indiana,B892,Ascension Lutheran Christian Schl,***
9230,Lutheran Schools of Indiana,C050,Trinity Lutheran School,***
9230,Lutheran Schools of Indiana,C065,St Paul's Lutheran School,94.70%
9230,Lutheran Schools of Indiana,C150,Saint John Lutheran School,100.00%
9230,Lutheran Schools of Indiana,C267,Holy Cross Lutheran School,100.00%
9230,Lutheran Schools of Indiana,C315,Calvary Lutheran School,100.00%
9230,Lutheran Schools of Indiana,C395,Trinity Lutheran School,90.00%
9230,Lutheran Schools of Indiana,C400,Saint John Ev Lutheran School,90.00%
9230,Lutheran Schools of Indiana,C512,Our Shepherd Lutheran School,100.00%
9230,Lutheran Schools of Indiana,C680,Emmaus Lutheran School,***
9230,Lutheran Schools of Indiana,C985,St John Lutheran School,100.00%
9230,Lutheran Schools of Indiana,D090,Immanuel Lutheran School,100.00%
9230,Lutheran Schools of Indiana,D317,Resurrection Lutheran Academy,***
9230,Lutheran Schools of Indiana,D375,Saint Peter Lutheran School,100.00%
9230,Lutheran Schools of Indiana,D435,Saint James Lutheran School,100.00%
9230,Lutheran Schools of Indiana,D625,Evansville Lutheran School,100.00%
9240,The Oaks Academy,B297,The Oaks Academy - Brookside,98.00%
9240,The Oaks Academy,C773,The Oaks Academy - Fall Creek,98.20%
