corp_id,corp_name,school_id,school_name,aina,asian,black,latine,multiracial,nhpi,white,frl,enrollment
3445,New Castle Community School Corp,2865,Wilbur Wright Elementary School,1,2,3,22,27,,239,226,294
3455,C A Beard Memorial School Corp,2869,Knightstown High School,1,2,,8,7,1,306,158,325
3455,C A Beard Memorial School Corp,2870,Knightstown Intermediate School,,1,2,10,11,,337,203,361
3455,C A Beard Memorial School Corp,2887,Knightstown Elementary School,,,1,8,12,,361,179,382
3460,Taylor Community School Corp,2894,Taylor High School,1,3,52,31,63,,224,246,374
3460,Taylor Community School Corp,2895,Taylor Elementary School,1,3,78,41,68,,322,371,513
3460,Taylor Community School Corp,2896,Taylor Middle School,,3,52,29,61,,268,314,413
3470,Northwestern School Corp,2897,Northwestern Senior High School,,2,5,38,26,,509,136,580
3470,Northwestern School Corp,2904,Northwestern Elementary School,1,1,4,22,17,,632,186,677
3470,Northwestern School Corp,2905,Howard Elementary School,,,3,11,24,,273,173,311
3470,Northwestern School Corp,2907,Northwestern Middle School,,2,10,7,13,,253,87,285
3480,Eastern Howard School Corporation,2909,Eastern Elementary School,,2,7,27,34,,700,346,770
3480,Eastern Howard School Corporation,2914,Eastern Middle School,1,2,4,17,20,,353,185,397
3480,Eastern Howard School Corporation,2919,Eastern High School,2,2,5,15,21,,422,194,467
3490,Western School Corporation,2921,Western High School,1,17,20,34,32,2,718,242,824
3490,Western School Corporation,2922,Western Middle School,1,9,18,28,30,,483,200,569
3490,Western School Corporation,2923,Western Intermediate School,,16,12,32,27,,487,215,574
3490,Western School Corporation,2935,Western Primary School,,11,24,39,39,,463,236,576
3500,Kokomo School Corporation,2943,Sycamore Elementary School,1,11,111,17,82,,179,272,401
3500,Kokomo School Corporation,2945,Bon Air Elementary School,,,43,19,37,,133,178,232
3500,Kokomo School Corporation,2947,Boulevard Elementary School,,1,39,41,66,1,230,202,378
3500,Kokomo School Corporation,2951,Bon Air Middle School,,1,39,19,23,,112,161,194
3500,Kokomo School Corporation,2955,Central Middle School,2,5,94,37,61,,259,252,458
3500,Kokomo School Corporation,2961,Elwood Haynes Elementary School,1,6,168,46,131,,259,503,611
3500,Kokomo School Corporation,2963,Maple Crest Middle School,1,,74,33,56,,208,275,372
3500,Kokomo School Corporation,2969,Lafayette Park Elementary School,,2,67,25,74,1,265,296,434
3500,Kokomo School Corporation,2993,Pettit Park School,,,44,16,32,,149,190,241
3500,Kokomo School Corporation,3005,Wallace Elementary School,,3,45,27,80,,243,171,398
3500,Kokomo School Corporation,3013,Kokomo High School,1,39,276,131,185,,887,861,1519
3625,Huntington Co Com Sch Corp,3021,Andrews Elementary School,3,2,,15,8,,288,127,316
3625,Huntington Co Com Sch Corp,3025,Riverview School,2,,4,16,14,,467,253,503
3625,Huntington Co Com Sch Corp,3029,Roanoke Elementary School,,1,3,18,11,,386,108,419
3625,Huntington Co Com Sch Corp,3035,Salamonie Elementary School,3,3,1,11,3,1,264,120,286
3625,Huntington Co Com Sch Corp,3061,Crestview Middle School,2,2,8,34,18,,542,279,606
3625,Huntington Co Com Sch Corp,3065,Huntington North High School,4,5,5,66,38,1,1305,557,1424
3625,Huntington Co Com Sch Corp,3077,Flint Springs Elementary,1,5,4,27,18,1,405,240,461
3625,Huntington Co Com Sch Corp,3078,Huntington Schools Preschool,,,1,3,6,,62,,72
3625,Huntington Co Com Sch Corp,3081,Lincoln Elementary School,1,,4,30,14,,322,295,371
3625,Huntington Co Com Sch Corp,3086,Horace Mann Elementary,,2,5,10,16,,425,299,458
3640,Medora Community School Corp,3093,Medora Jr & Sr High School,1,,1,3,3,,102,82,110
3640,Medora Community School Corp,3095,Medora STEM Academy,,,,1,5,,94,77,100
3675,Seymour Community Schools,3105,Cortland Elementary School,,,,,4,,134,46,138
3675,Seymour Community Schools,3133,Seymour Senior High School,3,20,16,664,47,,940,960,1690
3675,Seymour Community Schools,3135,Margaret R Brown Elementary School,,3,13,423,18,,163,524,620
3675,Seymour Community Schools,3138,Seymour Middle School,,15,17,514,38,,594,833,1178
3675,Seymour Community Schools,3141,Emerson Elementary School,,9,4,70,12,1,227,171,323
3675,Seymour Community Schools,3153,Seymour-Jackson Elementary School,,19,7,312,5,,317,449,660
3675,Seymour Community Schools,3157,Seymour-Redding Elementary School,1,14,8,224,21,5,461,491,734
3695,Brownstown Cnt Com Sch Corp,3107,Brownstown Central Middle School,1,1,,13,5,,303,144,323
3695,Brownstown Cnt Com Sch Corp,3126,Brownstown Central High School,2,2,,18,5,,448,160,475
3695,Brownstown Cnt Com Sch Corp,3129,Brownstown Elementary School,1,,,21,11,,602,325,635
3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,1,,5,9,4,,202,127,221
3710,Crothersville Community Schools,3122,Crothersville Elementary School,,,2,12,4,,202,125,220
3785,Kankakee Valley School Corp,3181,Kankakee Valley High School,2,5,2,126,11,,935,397,1081
3785,Kankakee Valley School Corp,3183,Kankakee Valley Middle School,5,9,3,98,13,2,611,327,741
3785,Kankakee Valley School Corp,3184,DeMotte Elementary School,,1,1,105,9,1,476,300,593
3785,Kankakee Valley School Corp,3197,Wheatfield Elementary School,,2,,29,8,,325,199,364
3785,Kankakee Valley School Corp,3198,Kankakee Valley Intermediate Sch,,2,,73,6,,383,231,464
3815,Rensselaer Central School Corp,3201,Rensselaer Central High School,2,3,1,77,10,,379,200,472
3815,Rensselaer Central School Corp,3205,Van Rensselaer Elementary School,1,2,4,34,4,,276,166,321
3815,Rensselaer Central School Corp,3213,Rensselaer Central Primary School,2,3,2,52,10,,317,200,386
3815,Rensselaer Central School Corp,3221,Rensselaer Middle School,1,,5,46,8,,283,158,343
3945,Jay School Corporation,3239,Jay County Jr/Sr High School,1,5,4,96,23,,1113,598,1242
3945,Jay School Corporation,3241,Bloomfield Elementary School,,,,6,3,,279,109,288
3945,Jay School Corporation,3247,Redkey Elementary School,1,,2,3,4,,259,116,269
3945,Jay School Corporation,3273,East Jay Elementary,,11,2,58,4,,465,289,540
3945,Jay School Corporation,3287,East Elementary School,,2,6,36,2,,366,240,412
3945,Jay School Corporation,3289,West Jay Elementary,,,2,6,9,,232,181,249
3995,Madison Consolidated Schools,3301,Deputy Elementary School,,,,2,1,,109,80,112
3995,Madison Consolidated Schools,3309,Madison Consolidated High School,1,9,10,55,43,,729,387,847
3995,Madison Consolidated Schools,3313,Madison Consolidated Jr High Sch,,8,7,31,40,2,655,387,743
3995,Madison Consolidated Schools,3321,Rykers' Ridge Elementary School,3,2,2,2,3,,199,102,211
3995,Madison Consolidated Schools,3329,Lydia Middleton Elementary School,,2,3,13,20,,297,150,335
3995,Madison Consolidated Schools,3333,Anderson Elementary School,2,6,7,17,24,,401,317,457
4000,Southwestern-Jefferson Co Con,3337,Southwestern High School,,4,,22,7,,328,188,361
4000,Southwestern-Jefferson Co Con,3341,Southwestern Elementary School,2,2,10,50,12,2,563,413,641
4000,Southwestern-Jefferson Co Con,3343,Southwestern Middle School,,,2,19,6,,248,172,275
4015,Jennings County School Corporation,3345,Jennings County High School,3,3,3,84,29,4,1058,621,1184
4015,Jennings County School Corporation,3349,Sand Creek Elementary School,1,,1,66,10,2,309,326,389
4015,Jennings County School Corporation,3357,Scipio Elementary School,,,,6,8,1,239,154,254
4015,Jennings County School Corporation,3361,Graham Creek Elementary School,1,,,5,7,,238,155,251
4015,Jennings County School Corporation,3385,Hayden Elementary School,,,3,12,5,,245,158,265
4015,Jennings County School Corporation,3389,Brush Creek Elementary School,,,1,11,3,,297,206,312
4015,Jennings County School Corporation,3393,Jennings County Middle School,1,1,5,48,13,,558,388,626
4015,Jennings County School Corporation,3397,North Vernon Elementary School,,2,3,40,17,,546,430,608
4145,Clark-Pleasant Community Sch Corp,3401,Clark Elementary School,3,169,43,24,17,1,202,261,459
4145,Clark-Pleasant Community Sch Corp,3421,Whiteland Community High School,1,249,109,120,103,7,1290,800,1879
4145,Clark-Pleasant Community Sch Corp,3422,Grassy Creek Elementary School,1,163,68,43,34,,324,370,633
4145,Clark-Pleasant Community Sch Corp,3425,Whiteland Elementary School,1,20,6,20,9,,274,166,330
4145,Clark-Pleasant Community Sch Corp,3427,Clark Pleasant Middle School,5,239,105,113,73,1,1017,735,1553
4145,Clark-Pleasant Community Sch Corp,3429,Break-O-Day Elementary School,,17,6,20,21,,362,208,426
4145,Clark-Pleasant Community Sch Corp,3430,Pleasant Crossing Elementary,1,60,33,59,31,,373,281,557
4145,Clark-Pleasant Community Sch Corp,4172,Ray Crowe Elementary,,87,35,56,35,,321,312,534
4205,Center Grove Community School Corp,3434,Sugar Grove Elementary School,,43,65,31,57,1,603,242,800
4205,Center Grove Community School Corp,3435,Center Grove Elementary School,1,50,25,28,23,,612,103,739
4205,Center Grove Community School Corp,3437,Center Grove High School,4,180,102,166,82,,2317,643,2851
4205,Center Grove Community School Corp,3438,Walnut Grove Elementary School,1,21,18,34,24,,596,123,694
4205,Center Grove Community School Corp,3439,Maple Grove Elementary School,1,125,44,47,32,,533,151,782
4205,Center Grove Community School Corp,3440,North Grove Elementary School,3,124,19,58,37,1,462,275,704
4205,Center Grove Community School Corp,3441,Center Grove Middle School Central,,118,36,60,42,3,954,231,1213
4205,Center Grove Community School Corp,3443,Center Grove Middle School North,,64,49,48,46,,818,340,1025
4205,Center Grove Community School Corp,3444,Pleasant Grove Elementary School,,46,13,34,40,,596,255,729
4215,Edinburgh Community School Corp,3447,Edinburgh Community High School,,1,2,17,5,,208,142,233
4215,Edinburgh Community School Corp,3449,Edinburgh Comm Middle School,,,,18,7,,148,123,173
4215,Edinburgh Community School Corp,3452,East Side Elementary School,,1,2,52,11,,366,307,432
4225,Franklin Community School Corp,3413,Needham Elementary School,,3,8,6,19,,290,157,326
4225,Franklin Community School Corp,3433,Union Elementary School,,,,4,7,,153,53,164
4225,Franklin Community School Corp,3445,Franklin Community High School,3,22,36,89,76,1,1383,664,1610
4225,Franklin Community School Corp,3457,Franklin Community Middle School,1,8,12,53,54,,631,358,759
4225,Franklin Community School Corp,3458,Custer Baker Intermediate School,1,7,12,34,47,2,624,327,727
4225,Franklin Community School Corp,3461,Northwood Elementary School,,14,13,54,25,4,451,311,561
4225,Franklin Community School Corp,3465,Webb Elementary School,,2,3,9,17,,250,141,281
4225,Franklin Community School Corp,3467,Creekside Elementary School,1,4,11,21,27,1,445,255,510
4245,Greenwood Community Sch Corp,3473,Greenwood Community High Sch,,43,59,101,64,2,906,505,1175
4245,Greenwood Community Sch Corp,3475,Greenwood Middle School,1,62,55,84,62,,684,499,948
4245,Greenwood Community Sch Corp,3477,Greenwood Northeast Elementary Sch,1,47,27,55,38,,237,331,405
4245,Greenwood Community Sch Corp,3479,Westwood Elementary School,,32,29,37,45,1,387,242,531
4245,Greenwood Community Sch Corp,3481,V O Isom Central Elem School,1,19,22,35,33,,251,254,361
4245,Greenwood Community Sch Corp,3483,Southwest Elementary School,,50,31,51,48,,363,294,543
4255,Nineveh-Hensley-Jackson United,3409,Indian Creek Elementary School,,3,1,16,14,,486,197,520
4255,Nineveh-Hensley-Jackson United,3411,Indian Creek Intermediate School,,1,1,19,7,,438,158,466
4255,Nineveh-Hensley-Jackson United,3418,Indian Creek Middle School,,,3,13,10,,461,166,487
4255,Nineveh-Hensley-Jackson United,3419,Indian Creek Sr High School,,3,1,13,5,,602,187,624
4315,North Knox School Corp,3521,North Knox Primary School,,2,6,17,8,,242,173,275
4315,North Knox School Corp,3537,North Knox Jr-Sr High School,2,,5,25,9,,502,304,543
4315,North Knox School Corp,3545,North Knox Intermediate,,,3,22,3,,360,224,388
4325,South Knox School Corp,3489,South Knox Elementary School,1,1,2,9,13,,636,260,662
4325,South Knox School Corp,3490,South Knox Middle-High School,,1,2,7,9,,566,208,585
4335,Vincennes Community School Corp,3509,Benjamin Franklin Elementary Sch,,3,4,18,29,1,430,220,485
4335,Vincennes Community School Corp,3553,Lincoln High School,1,8,24,29,33,,670,418,765
4335,Vincennes Community School Corp,3557,George Rogers Clark School,,4,19,30,28,,528,338,609
4335,Vincennes Community School Corp,3573,James Whitcomb Riley Elem Sch,,4,8,6,20,,141,143,179
4335,Vincennes Community School Corp,3577,Tecumseh-Harrison Elementary Sch,,5,20,21,15,,308,235,369
4335,Vincennes Community School Corp,3581,Francis Vigo Elementary School,,1,17,13,16,1,299,201,347
4335,Vincennes Community School Corp,4319,Washington Learning Academy,,,3,6,4,,69,60,82
4345,Wawasee Community School Corp,3625,North Webster Elementary School,1,1,3,24,6,,405,236,440
4345,Wawasee Community School Corp,3630,Wawasee Middle School,1,1,9,44,17,1,434,249,507
4345,Wawasee Community School Corp,3635,Milford School,1,1,4,47,12,,384,258,449
4345,Wawasee Community School Corp,3637,Syracuse Elementary School,1,4,11,39,10,2,466,271,533
4345,Wawasee Community School Corp,3639,Wawasee High School,2,1,3,119,24,,760,400,909
4415,Warsaw Community Schools,3589,Claypool Elementary School,,,3,52,5,,234,214,294
4415,Warsaw Community Schools,3607,Lakeview Middle School,2,4,11,158,16,,286,283,477
4415,Warsaw Community Schools,3608,Eisenhower Elementary School,1,9,11,54,19,,384,160,478
4415,Warsaw Community Schools,3610,Harrison Elementary School,,18,15,137,16,,260,268,446
4415,Warsaw Community Schools,3613,Leesburg Elementary School,1,1,3,152,22,1,342,292,522
4415,Warsaw Community Schools,3647,Warsaw Community High School,5,29,52,486,68,1,1463,891,2104
4415,Warsaw Community Schools,3653,Edgewood Middle School,,8,11,104,15,,399,240,537
4415,Warsaw Community Schools,3661,Jefferson Elementary School,,1,17,93,17,,310,208,438
4415,Warsaw Community Schools,3665,Lincoln Elementary School,1,11,11,104,10,1,319,237,457
4415,Warsaw Community Schools,3673,Madison Elementary School,,9,7,90,9,,362,225,477
4415,Warsaw Community Schools,3677,Washington Elementary School,1,10,14,80,15,,384,239,504
4445,Tippecanoe Valley School Corp,2139,Akron Elementary School,,2,3,69,3,,308,214,385
4445,Tippecanoe Valley School Corp,3602,Tippecanoe Valley High School,,4,1,97,10,,433,265,545
4445,Tippecanoe Valley School Corp,3603,Mentone Elementary School,,,2,51,7,,380,231,440
4445,Tippecanoe Valley School Corp,3619,Tippecanoe Valley Middle School,1,,1,80,6,,321,238,409
4455,Whitko Community School Corp,3642,Pierceton Elementary School,,2,,24,11,,349,229,386
4455,Whitko Community School Corp,9173,South Whitley Elementary School,,,1,5,5,,278,136,289
4455,Whitko Community School Corp,9191,Whitko Jr/Sr High School,2,1,5,31,6,,496,230,541
4515,Prairie Heights Community Sch Corp,3686,Prairie Heights Elementary School,2,,2,11,14,,489,228,518
4515,Prairie Heights Community Sch Corp,3688,Prairie Heights Middle School,2,,2,23,6,,358,200,391
4515,Prairie Heights Community Sch Corp,3690,Prairie Heights Sr High School,4,1,2,18,9,,382,168,416
4525,Westview School Corporation,3697,Westview Jr-Sr High School,,5,4,36,13,1,684,212,743
4525,Westview School Corporation,3698,Topeka Elementary School,,2,1,7,4,,253,107,267
4525,Westview School Corporation,3702,Westview Elementary School,,1,,8,6,,324,102,339
4525,Westview School Corporation,3704,Meadowview Elementary School,,,,12,4,,340,66,356
4525,Westview School Corporation,3714,Shipshewana-Scott Elementary Sch,,,4,8,4,1,353,81,370
4535,Lakeland School Corporation,3730,Lakeland Jr/Sr High School,,5,3,174,35,,576,380,793
4535,Lakeland School Corporation,3732,Lakeland Primary School,,1,3,59,24,,231,212,318
4535,Lakeland School Corporation,3739,Lakeland Intermediate School,,2,4,109,18,,320,275,453
4535,Lakeland School Corporation,3742,Wolcott Mills Elementary School,,,,1,,1,19,5,21
4535,Lakeland School Corporation,3746,Lima - Brighton Elementary,,1,,4,,,15,7,20
4580,Hanover Community School Corp,3780,Red Cedars Elementary,,9,26,113,22,,449,138,619
4580,Hanover Community School Corp,3781,Jane Ball Elementary School,,1,9,62,13,,286,81,371
4580,Hanover Community School Corp,3782,Lincoln Elementary School,,,19,49,17,,227,25,312
4580,Hanover Community School Corp,3784,Hanover Central Middle School,1,8,35,128,24,,454,144,650
4580,Hanover Community School Corp,3785,Hanover Central High School,4,10,43,107,32,,586,129,782
4590,River Forest Community Sch Corp,3791,River Forest High School,2,3,85,227,41,1,173,441,532
4590,River Forest Community Sch Corp,3797,Henry S Evans Elementary School,2,,46,169,28,,144,345,389
4590,River Forest Community Sch Corp,3801,River Forest Middle School,2,2,51,161,26,1,136,328,379
4590,River Forest Community Sch Corp,3805,John I Meister Elementary School,,2,30,158,34,1,121,295,346
4600,Merrillville Community School Corp,3809,Merrillville High School,4,11,1387,378,99,,163,1273,2042
4600,Merrillville Community School Corp,3811,Pierce Middle School,,9,617,172,55,,66,634,919
4600,Merrillville Community School Corp,3813,Merrillville Intermediate School,,4,549,173,49,1,79,610,855
4600,Merrillville Community School Corp,3821,Henry P Fieler Elementary School,2,,276,99,29,,41,349,447
4600,Merrillville Community School Corp,3822,Homer Iddings Elementary School,2,6,289,89,37,1,64,329,488
4600,Merrillville Community School Corp,3826,Edgar L Miller Elementary School,,,254,41,21,,35,275,351
4600,Merrillville Community School Corp,3827,John Wood Elementary School,,2,135,69,28,,81,183,315
4600,Merrillville Community School Corp,3829,Jonas E Salk Elementary School,2,6,335,131,28,1,84,376,587
4615,Lake Central School Corporation,3831,Michael Grimmer Middle School,,27,78,190,38,4,417,239,754
4615,Lake Central School Corporation,3833,Lake Central High School,8,89,260,600,96,1,2015,702,3069
4615,Lake Central School Corporation,3837,Kolling Elementary School,1,7,31,131,26,,499,114,695
4615,Lake Central School Corporation,3838,Hal E Clark Middle School,2,16,70,209,31,,741,238,1069
4615,Lake Central School Corporation,3839,George Bibich Elementary School,3,10,23,136,16,,384,105,572
4615,Lake Central School Corporation,3840,James H Watson Elementary School,,18,59,148,34,,397,157,656
4615,Lake Central School Corporation,3841,Kahler Middle School,7,19,58,234,35,1,568,253,922
4615,Lake Central School Corporation,3843,Protsman Elementary School,1,29,43,156,37,,344,175,610
4615,Lake Central School Corporation,4349,Homan Elementary School,,14,38,105,38,4,276,181,475
4615,Lake Central School Corporation,4351,Peifer Elementary School,,12,55,112,23,1,268,171,471
4645,Tri-Creek School Corporation,3753,Oak Hill Elementary School,,,12,72,13,,466,152,563
4645,Tri-Creek School Corporation,3845,Lake Prairie Elementary School,1,,2,64,1,,348,100,416
4645,Tri-Creek School Corporation,3848,Three Creeks Elem School,1,4,6,53,12,,439,142,515
4645,Tri-Creek School Corporation,3851,Lowell Middle School,3,6,7,78,18,,630,234,742
4645,Tri-Creek School Corporation,3865,Lowell Senior High School,3,1,8,136,18,,867,274,1033
4650,Lake Ridge New Tech Schools,3869,Calumet New Tech High School,1,1,257,170,34,,156,530,619
4650,Lake Ridge New Tech Schools,3885,Longfellow New Tech Elementary Sch,,,148,168,33,,176,433,525
4650,Lake Ridge New Tech Schools,3893,Lake Ridge New Tech Middle School,3,1,165,119,35,,153,418,476
4660,Crown Point Community School Corp,3761,Robert Taft Middle School,1,33,34,143,43,1,836,243,1091
4660,Crown Point Community School Corp,3769,Douglas MacArthur Elem School,,4,2,48,16,,369,137,439
4660,Crown Point Community School Corp,3773,Dwight D Eisenhower Elem School,,24,19,94,18,2,487,108,644
4660,Crown Point Community School Corp,3854,Winfield Elementary School,3,6,21,114,20,,397,81,561
4660,Crown Point Community School Corp,3901,Crown Point High School,4,89,120,438,95,,2202,628,2948
4660,Crown Point Community School Corp,3903,Lake Street Elementary School,,13,9,118,29,,574,105,743
4660,Crown Point Community School Corp,3905,Solon Robinson Elementary School,2,19,15,94,14,1,383,171,528
4660,Crown Point Community School Corp,3907,Jerry Ross Elementary School,1,8,19,106,15,,375,101,524
4660,Crown Point Community School Corp,3913,Timothy Ball Elementary School,1,30,25,93,26,,365,150,540
4660,Crown Point Community School Corp,3915,Colonel John Wheeler Middle School,4,23,44,200,33,,742,246,1046
4670,School City of East Chicago,3924,East Chicago Central High School,2,2,456,578,28,,13,808,1079
4670,School City of East Chicago,3937,Carrie Gosch PK Center,1,,52,92,5,,,124,150
4670,School City of East Chicago,3941,Benjamin Harrison Elementary Sch,,,103,266,7,,20,318,396
4670,School City of East Chicago,3945,Abraham Lincoln Elementary School,,,231,45,4,,6,234,286
4670,School City of East Chicago,3953,William McKinley Elementary School,,,194,270,14,,10,375,488
4670,School City of East Chicago,3961,George Washington Elementary Sch,,,260,180,11,,11,356,462
4670,School City of East Chicago,3963,Joseph Block Middle School,,,238,233,10,,7,385,488
4680,Lake Station Community Schools,3965,Thomas A Edison Jr-Sr HS,,,101,266,22,,227,464,616
4680,Lake Station Community Schools,3973,Alexander Hamilton Elementary Sch,,,20,127,9,,83,208,239
4680,Lake Station Community Schools,3975,Virgil I Bailey Elementary School,1,,22,119,29,,99,227,270
4690,Gary Community School Corp,4053,Banneker Elementary at Marquette,,,269,12,10,,8,234,299
4690,Gary Community School Corp,4057,Mary M Bethune Early Child Dev Ctr,,,181,10,7,,1,144,199
4690,Gary Community School Corp,4061,Beveridge Elementary School,1,,288,9,8,,4,255,310
4690,Gary Community School Corp,4068,Gary Virtual Academy,1,,151,9,7,,1,127,169
4690,Gary Community School Corp,4086,Frankie Woods McCullough Academy,,,369,26,13,,3,299,411
4690,Gary Community School Corp,4105,Bailly Middle School,,,337,29,12,,5,312,383
4690,Gary Community School Corp,4155,Glen Park Acad for Excel in Lrn,,,448,46,15,,15,394,524
4690,Gary Community School Corp,4163,West Side Leadership Academy,,,910,46,47,,12,802,1015
4690,Gary Community School Corp,4169,Daniel Hale Williams Elem Sch,1,2,396,25,12,1,5,341,442
4690,Gary Community School Corp,4178,Gary Middle School,,,295,17,12,,2,274,326
4700,Griffith Public Schools,4171,Beiriger Elementary School,,2,78,136,22,,205,248,443
4700,Griffith Public Schools,4173,Griffth Jr/Sr High School,1,7,208,309,49,1,484,561,1059
4700,Griffith Public Schools,4189,Elsie Wadsworth Elementary School,,2,117,139,37,,169,242,464
4710,School City of Hammond,4415,Hammond Central High School,1,2,625,1061,64,,110,1325,1863
4710,School City of Hammond,4417,Morton Senior High School,2,2,712,635,71,1,186,1086,1609
4710,School City of Hammond,4422,Joseph Hess Elementary School,,,272,292,31,,93,457,688
4710,School City of Hammond,4425,Henry W Eggers Middle School,,1,332,430,41,,51,634,855
4710,School City of Hammond,4433,Charles N Scott Middle School,,1,344,273,42,,78,544,738
4710,School City of Hammond,4449,Thomas A Edison Elementary School,,,206,341,37,,81,432,665
4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,1,,43,188,14,,37,171,283
4710,School City of Hammond,4453,Warren G Harding Elementary School,,,223,311,41,,109,506,684
4710,School City of Hammond,4455,Washington Irving Elementary Sch,2,,146,496,40,1,43,558,728
4710,School City of Hammond,4457,Thomas Jefferson Elementary School,,,148,195,31,,65,323,439
4710,School City of Hammond,4459,Kenwood Elementary School,,1,135,84,10,2,21,176,253
4710,School City of Hammond,4463,Abraham Lincoln Elementary School,,1,65,390,24,,66,397,546
4710,School City of Hammond,4465,Annie Burns-Hicks Elementary School,,,436,193,30,,10,474,669
4710,School City of Hammond,4469,Morton Elementary School,2,1,176,235,17,,45,293,476
4710,School City of Hammond,4479,Lew Wallace Elementary School,1,1,188,230,24,,21,300,465
4710,School City of Hammond,4484,Frank O'Bannon Elementary School,,2,292,161,19,,70,379,544
4720,School Town of Highland,4281,Highland High School,1,12,97,351,29,,497,397,987
4720,School Town of Highland,4283,Highland Middle School,,9,88,248,24,,357,359,726
4720,School Town of Highland,4285,Judith Morton Johnston Elementary,,1,27,148,8,,180,175,364
4720,School Town of Highland,4290,Mildred Merkley Elementary School,,5,26,94,7,,133,117,265
4720,School Town of Highland,4301,Southridge Elementary School,1,5,20,126,9,,237,159,398
4720,School Town of Highland,4303,Allen J Warren Elementary School,,5,64,94,5,,99,123,267
4730,School City of Hobart,4305,Hobart High School,6,6,120,338,30,,806,615,1306
4730,School City of Hobart,4309,Hobart Middle School,2,14,78,239,37,1,546,481,917
4730,School City of Hobart,4311,Early Learning Center-George Earle,1,,32,90,17,,167,151,307
4730,School City of Hobart,4317,Liberty Elementary School,,2,50,95,15,,261,211,423
4730,School City of Hobart,4325,Veterans Elementary School at Mundell,2,2,44,120,38,,354,341,560
4730,School City of Hobart,4327,Joan Martin Elementary School,2,7,34,130,13,,315,227,501
4740,School Town of Munster,4332,Munster High School,1,113,168,464,65,,753,336,1564
4740,School Town of Munster,4333,Wilbur Wright Middle School,2,73,87,268,38,,440,199,908
4740,School Town of Munster,4337,James B Eads Elementary School,,38,54,154,35,,226,153,507
4740,School Town of Munster,4341,Ernest R Elliott Elementary School,,14,19,156,26,,257,103,472
4740,School Town of Munster,4343,Frank H Hammond Elementary School,1,50,43,174,32,,385,110,685
4760,School City of Whiting,4353,Whiting High School,,1,24,322,5,,89,283,441
4760,School City of Whiting,4356,Whiting Middle School,,,12,203,3,,52,205,270
4760,School City of Whiting,4361,Nathan Hale Elementary School,,2,12,302,11,,64,292,391
4805,New Prairie United School Corp,4679,Prairie View Elementary School,,,1,14,12,,288,141,315
4805,New Prairie United School Corp,4689,New Prairie High School,2,4,8,97,30,,838,320,979
4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,,3,8,66,31,,326,224,434
4805,New Prairie United School Corp,7345,New Prairie Middle School,1,1,4,73,21,,605,281,705
4805,New Prairie United School Corp,7349,Olive Township Elementary School,,,8,22,16,,431,170,477
4860,MSD of New Durham Township,4699,Westville Elementary School,,,2,42,27,,446,201,517
4860,MSD of New Durham Township,4701,Westville High School,1,4,7,31,24,,360,156,427
4915,Tri-Township Cons School Corp,4692,Tri-Township Jr.-Sr. High School,,,3,9,3,1,138,73,154
4915,Tri-Township Cons School Corp,4696,Tri-Township Elementary School,,,,6,2,,175,79,183
4925,Michigan City Area Schools,4373,Coolspring Elementary School,,1,86,20,11,,120,176,238
4925,Michigan City Area Schools,4713,Springfield Elementary School,,3,57,30,29,,226,266,345
4925,Michigan City Area Schools,4788,Martin T Krueger Middle School,2,2,117,34,42,,136,278,333
4925,Michigan City Area Schools,4789,Barker Middle School,,3,160,59,46,1,161,338,430
4925,Michigan City Area Schools,4795,Michigan City High School,1,8,574,176,156,1,639,1104,1555
4925,Michigan City Area Schools,4805,Edgewood Elementary School,,5,164,28,35,1,112,266,345
4925,Michigan City Area Schools,4811,Lake Hills Elementary School,1,,188,41,62,,91,329,383
4925,Michigan City Area Schools,4821,Joy Elementary School,2,,171,38,65,1,183,340,460
4925,Michigan City Area Schools,4825,Knapp Elementary School,,3,82,44,41,,206,291,376
4925,Michigan City Area Schools,4833,Marsh Elementary School,,,109,38,42,2,134,272,325
4925,Michigan City Area Schools,6829,Pine Elementary School,,2,136,41,40,1,183,327,403
4940,South Central Com School Corp,4734,South Central Elementary School,,1,3,25,15,,451,191,495
4940,South Central Com School Corp,4737,South Central Jr-Sr High School,,1,,42,9,,403,163,455
4945,LaPorte Community School Corp,4707,Indian Trail Elementary School,,,10,36,19,,233,179,298
4945,LaPorte Community School Corp,4717,Kesling Intermediate School,1,4,20,129,66,1,682,542,903
4945,LaPorte Community School Corp,4721,Kingsford Heights Elementary Sch,,,1,14,7,1,118,105,141
4945,LaPorte Community School Corp,4727,Kingsbury Elementary School,,2,12,19,11,,255,132,299
4945,LaPorte Community School Corp,4741,LaPorte High School,2,11,50,299,104,1,1408,1013,1875
4945,LaPorte Community School Corp,4742,LaPorte Middle School,1,5,34,157,73,1,670,567,941
4945,LaPorte Community School Corp,4749,Hailmann Elementary School,,1,5,99,31,,207,236,343
4945,LaPorte Community School Corp,4753,F Willard Crichfield Elementary,1,1,3,43,19,1,400,159,468
4945,LaPorte Community School Corp,4757,Lincoln Elementary School,1,2,14,68,15,,172,180,272
4945,LaPorte Community School Corp,4767,Riley Elementary School,,1,11,41,25,,218,221,296
