corp_id,corp_name,school_id,school_name,aina,asian,black,latine,multiracial,nhpi,white,frl,enrollment
4945,LaPorte Community School Corp,4773,Handley Elementary School,3,4,16,79,27,1,261,285,391
5075,North Lawrence Com Schools,4864,Needmore Elementary School,,4,1,8,9,,220,132,242
5075,North Lawrence Com Schools,4885,Oolitic School,,,,5,9,,223,143,237
5075,North Lawrence Com Schools,4889,Shawswick Elementary School,,,4,18,17,,441,251,480
5075,North Lawrence Com Schools,4905,Bedford Middle School,,5,6,18,14,,519,302,562
5075,North Lawrence Com Schools,4909,Lincoln Elementary School,,1,2,14,13,,292,205,322
5075,North Lawrence Com Schools,4911,Bedford-North Lawrence High School,,8,8,47,37,,1203,601,1303
5075,North Lawrence Com Schools,4932,Parkview Elementary School,,4,7,31,23,1,447,318,513
5085,Mitchell Community Schools,4861,Burris Elementary School,,2,1,19,5,1,310,198,338
5085,Mitchell Community Schools,4863,Hatfield Elementary School,,,1,14,4,,347,229,366
5085,Mitchell Community Schools,4924,Mitchell Jr High School,1,2,,14,7,,335,214,359
5085,Mitchell Community Schools,4925,Mitchell High School,1,,1,17,5,2,410,220,436
5245,Frankton-Lapel Community Schools,5005,Frankton Jr-Sr High School,2,,4,26,34,1,711,351,778
5245,Frankton-Lapel Community Schools,5009,Frankton Elementary School,2,1,5,37,32,,729,403,806
5245,Frankton-Lapel Community Schools,5011,Lapel Sr High School,1,2,9,15,17,,422,129,466
5245,Frankton-Lapel Community Schools,5012,Lapel Middle School,,,4,4,13,,315,106,336
5245,Frankton-Lapel Community Schools,5025,Lapel Elementary School,,4,3,6,24,,667,233,704
5255,South Madison Com Sch Corp,4935,East Elementary School,1,2,8,23,21,1,699,291,755
5255,South Madison Com Sch Corp,5053,Pendleton Heights High School,1,23,41,49,52,1,1190,416,1357
5255,South Madison Com Sch Corp,5057,Pendleton Heights Middle School,1,3,19,39,23,,636,254,721
5255,South Madison Com Sch Corp,5061,Pendleton Elementary School,2,,13,33,29,,763,302,840
5255,South Madison Com Sch Corp,5064,Maple Ridge Elementary School,2,27,44,82,43,,585,347,783
5265,Alexandria Community School Corp,5041,Alexandria-Monroe High School,,1,1,47,27,,674,410,750
5265,Alexandria Community School Corp,5065,Alexandria Monroe Elementary School,,2,8,45,49,,668,483,772
5275,Anderson Community School Corp,4906,COMPASS Alternative School,,,16,3,7,,11,33,37
5275,Anderson Community School Corp,4945,Anderson High School,1,2,391,334,169,,893,1352,1790
5275,Anderson Community School Corp,4953,Edgewood Elementary School,,1,52,16,24,,85,135,178
5275,Anderson Community School Corp,4967,Anderson Intermediate School,1,2,212,167,104,,457,770,943
5275,Anderson Community School Corp,4977,Tenth Street Elementary School,,1,111,41,69,,240,408,462
5275,Anderson Community School Corp,5023,Southview Preschool Center,,1,31,26,30,,117,52,205
5275,Anderson Community School Corp,5033,Valley Grove Elementary School,,1,71,38,62,1,199,313,372
5275,Anderson Community School Corp,5076,Highland Middle School,1,3,213,169,103,,425,735,914
5275,Anderson Community School Corp,5102,Eastside Elementary School,,4,85,45,56,,321,391,511
5275,Anderson Community School Corp,5142,Anderson Elementary School,,,105,161,28,,84,336,378
5275,Anderson Community School Corp,5146,Erskine Elementary School,,,75,58,52,,221,329,406
5280,Elwood Community School Corp,5149,Elwood Jr-Sr High School,1,4,2,48,15,1,562,360,633
5280,Elwood Community School Corp,5151,Elwood Intermediate School,2,1,1,53,13,2,344,238,416
5280,Elwood Community School Corp,5157,Elwood Elementary School,1,,2,38,16,,388,241,445
5300,MSD Decatur Township,5177,Decatur Central High School,,12,489,312,137,2,1087,1372,2039
5300,MSD Decatur Township,5178,Gold Academy,1,5,144,70,53,1,317,438,591
5300,MSD Decatur Township,5179,Blue Academy,2,6,239,79,39,,321,476,686
5300,MSD Decatur Township,5181,Decatur Middle School,7,6,279,168,70,1,529,782,1060
5300,MSD Decatur Township,5185,Stephen Decatur Elementary School,,2,48,93,36,,269,351,448
5300,MSD Decatur Township,5187,Valley Mills Elementary School,3,8,166,72,50,1,354,508,654
5300,MSD Decatur Township,5189,West Newton Elementary School,1,4,197,87,38,,270,394,597
5300,MSD Decatur Township,5192,Lynwood Elementary,1,2,172,107,62,,291,494,635
5310,Franklin Township Com Sch Corp,5193,Franklin Central High School,11,366,411,284,188,2,2057,1524,3319
5310,Franklin Township Com Sch Corp,5194,South Creek Elementary,1,84,85,55,51,,351,282,627
5310,Franklin Township Com Sch Corp,5195,Franklin Central Junior High,1,237,203,153,96,3,1018,857,1711
5310,Franklin Township Com Sch Corp,5198,Thompson Crossing Elementary Sch,3,101,65,70,52,2,373,367,666
5310,Franklin Township Com Sch Corp,5200,Mary Adams Elementary School,,149,44,34,26,2,264,244,519
5310,Franklin Township Com Sch Corp,5201,Acton Elementary School,3,37,79,43,30,,342,239,534
5310,Franklin Township Com Sch Corp,5202,Arlington Elementary School,,66,66,59,45,,248,362,484
5310,Franklin Township Com Sch Corp,5205,Bunker Hill Elementary School,2,145,21,34,26,,273,211,501
5310,Franklin Township Com Sch Corp,5207,Lillie Idella Kitley Intermediate,2,188,159,91,84,3,769,623,1296
5310,Franklin Township Com Sch Corp,5210,Edgewood Intermediate School,2,231,125,136,83,2,681,725,1260
5310,Franklin Township Com Sch Corp,5317,Wanamaker Early Learning Center,,37,24,19,21,,194,88,295
5330,MSD Lawrence Township,5275,Lawrence Central High School,3,12,1178,668,160,,296,1668,2317
5330,MSD Lawrence Township,5276,Lawrence North High School,1,26,1234,804,167,5,624,1780,2861
5330,MSD Lawrence Township,5277,Belzer Middle School,,6,623,345,67,,142,941,1183
5330,MSD Lawrence Township,5281,Brook Park Elementary School,,1,417,121,45,1,32,535,617
5330,MSD Lawrence Township,5283,Mary Evelyn Castle Elementary Sch,,7,261,199,59,,187,436,713
5330,MSD Lawrence Township,5284,Early Learning Center,1,16,622,236,133,1,289,817,1298
5330,MSD Lawrence Township,5285,Crestview Elementary School,,14,322,104,40,,131,403,611
5330,MSD Lawrence Township,5287,Amy Beverland Elementary,2,7,287,76,81,,357,355,810
5330,MSD Lawrence Township,5289,Harrison Hill Elementary School,,1,313,299,50,,60,610,723
5330,MSD Lawrence Township,5291,Fall Creek Valley Middle School,1,9,577,409,98,,257,908,1351
5330,MSD Lawrence Township,5293,Indian Creek Elementary School,,1,250,347,38,,71,590,707
5330,MSD Lawrence Township,5294,Forest Glen Elementary School,,3,128,455,63,1,230,450,880
5330,MSD Lawrence Township,5295,Winding Ridge Elementary School,,,484,62,49,3,22,500,620
5330,MSD Lawrence Township,5296,Oaklandon Elementary School,1,6,232,60,56,,128,319,483
5330,MSD Lawrence Township,5298,Skiles Test Elementary School,,1,240,177,42,,75,349,535
5330,MSD Lawrence Township,5299,Sunnyside Elementary School,,4,153,477,34,,37,535,705
5340,Perry Township Schools,5307,Perry Meridian High School,,560,214,358,122,1,1095,1373,2350
5340,Perry Township Schools,5309,Southport High School,1,418,292,571,140,2,932,1648,2356
5340,Perry Township Schools,5310,Southport 6th Grade Academy,,184,79,147,25,1,207,495,643
5340,Perry Township Schools,5312,Perry Meridian 6th Grade Academy,1,224,57,66,37,,235,434,620
5340,Perry Township Schools,5315,Southport Middle School,,273,148,298,55,1,419,864,1194
5340,Perry Township Schools,5319,Perry Meridian Middle School,1,433,123,150,59,1,525,852,1292
5340,Perry Township Schools,5321,William Henry Burkhart Elementary,1,291,91,97,23,,147,543,650
5340,Perry Township Schools,5322,Mary Bryan Elementary School,1,454,52,83,41,,281,649,912
5340,Perry Township Schools,5325,Clinton Young Elementary School,1,83,110,324,52,,215,673,785
5340,Perry Township Schools,5333,Glenns Valley Elementary School,2,209,118,83,52,3,259,510,726
5340,Perry Township Schools,5337,Abraham Lincoln Elementary School,,284,143,140,72,,258,710,897
5340,Perry Township Schools,5338,Douglas MacArthur Elementary Sch,,372,38,50,38,,296,513,794
5340,Perry Township Schools,5345,Homecroft Elementary School,,57,94,155,46,1,250,474,603
5340,Perry Township Schools,5347,Southport Elementary School,1,272,52,57,27,,141,430,550
5340,Perry Township Schools,5351,Winchester Village Elementary,,142,199,128,41,,109,525,619
5340,Perry Township Schools,5366,Jeremiah Gray Elementary School,1,116,42,98,42,,263,379,562
5340,Perry Township Schools,5372,Rosa Parks Elementary School,,256,37,49,46,,282,388,670
5350,MSD Pike Township,5349,Fishback Creek Public Academy,,15,236,53,43,,115,191,462
5350,MSD Pike Township,5352,Deer Run Elementary,1,6,328,178,22,1,17,363,553
5350,MSD Pike Township,5353,Pike High School,,52,1958,896,144,3,234,2150,3287
5350,MSD Pike Township,5354,College Park Elementary School,,10,253,134,21,1,16,277,435
5350,MSD Pike Township,5355,Lincoln Middle School,,9,525,228,27,,38,579,827
5350,MSD Pike Township,5356,Guion Creek Middle School,1,12,494,297,40,,21,645,865
5350,MSD Pike Township,5357,Central Elementary School,1,14,411,147,21,,29,435,623
5350,MSD Pike Township,5358,Eagle Creek Elementary School,,6,289,79,42,,63,278,479
5350,MSD Pike Township,5359,Eastbrook Elementary School,,6,291,175,23,,32,366,527
5350,MSD Pike Township,5360,Guion Creek Elementary School,,11,375,146,32,,31,405,595
5350,MSD Pike Township,5363,Snacks Crossing Elementary School,2,5,489,189,34,,36,400,755
5350,MSD Pike Township,5378,New Augusta Public Academy - South,,11,316,73,30,,25,289,455
5350,MSD Pike Township,5380,New Augusta Public Academy - North,,12,557,105,53,,94,490,821
5360,MSD Warren Township,5361,Warren Central High School,7,22,1912,742,221,3,507,2283,3414
5360,MSD Warren Township,5364,Creston Intermediate & Middle Schl,1,3,706,188,98,1,128,790,1125
5360,MSD Warren Township,5367,Stonybrook Intermediate & Middle,4,4,712,245,81,,80,826,1126
5360,MSD Warren Township,5368,Raymond Park Intermediate & Middle,1,5,443,232,85,1,249,686,1016
5360,MSD Warren Township,5369,Eastridge Elementary School,,2,216,74,41,1,52,292,386
5360,MSD Warren Township,5370,Hawthorne Elementary School,,,123,91,35,1,93,256,343
5360,MSD Warren Township,5373,Grassy Creek Elementary School,1,7,259,55,41,,77,266,440
5360,MSD Warren Township,5375,Lakeside Elementary School,,,366,98,49,,42,410,555
5360,MSD Warren Township,5377,Lowell Elementary School,,,143,98,45,,162,309,448
5360,MSD Warren Township,5379,Warren Online Academy,1,2,352,95,52,,152,483,654
5360,MSD Warren Township,5386,Pleasant Run Elementary School,3,1,216,195,34,,58,366,507
5360,MSD Warren Township,5389,Sunny Heights Elementary School,1,,319,107,32,1,20,326,480
5360,MSD Warren Township,5391,Brookview Elementary School,1,3,371,75,36,1,53,365,540
5360,MSD Warren Township,5395,Warren Early Childhood Center,1,,180,70,39,,65,164,355
5360,MSD Warren Township,5397,Liberty Park Elementary School,,,212,75,47,2,99,294,435
5370,MSD Washington Township,5403,Allisonville Elementary School,1,8,203,70,31,1,329,255,643
5370,MSD Washington Township,5406,Crooked Creek Elementary School,,22,193,92,37,,93,270,437
5370,MSD Washington Township,5407,Clearwater Elementary School,,6,198,85,65,,331,325,685
5370,MSD Washington Township,5408,Willow Lake Elementary School,,47,244,173,25,,93,435,582
5370,MSD Washington Township,5418,Greenbriar Elementary School,,21,269,83,35,,92,360,500
5370,MSD Washington Township,5427,Nora Elementary School,,19,176,165,34,3,110,357,507
5370,MSD Washington Township,5430,Spring Mill Elementary School,,7,277,109,32,,82,354,507
5370,MSD Washington Township,5434,Hilltop School,,6,43,34,11,,52,,146
5370,MSD Washington Township,5436,Fox Hill Elementary School,2,28,178,203,36,,128,373,575
5370,MSD Washington Township,5442,Eastwood Middle School,2,6,318,111,47,,298,402,782
5370,MSD Washington Township,5445,Northview Middle School,,38,370,177,47,,152,548,784
5370,MSD Washington Township,5448,Westlane Middle School,,39,302,220,47,1,127,494,736
5370,MSD Washington Township,5451,North Central High School,6,138,1355,785,238,1,1105,1916,3628
5375,MSD Wayne Township,5213,Ben Davis High School,4,21,1350,1126,168,3,720,2216,3392
5375,MSD Wayne Township,5219,Ben Davis Ninth Grade Center,,8,498,472,68,1,260,922,1307
5375,MSD Wayne Township,5221,Chapel Hill 7th & 8th Grade Center,2,2,627,310,74,1,221,857,1237
5375,MSD Wayne Township,5222,Lynhurst 7th & 8th Grade Center,1,1,303,462,68,,368,927,1203
5375,MSD Wayne Township,5223,Maplewood Elementary School,,,48,301,45,,247,489,641
5375,MSD Wayne Township,5227,Chapel Glen Elementary School,2,2,387,180,67,3,198,619,839
5375,MSD Wayne Township,5241,Garden City Elementary School,1,1,251,371,30,,122,623,776
5375,MSD Wayne Township,5257,McClelland Elementary School,2,19,254,281,57,2,194,582,809
5375,MSD Wayne Township,5261,Rhoades Elementary School,2,1,189,250,34,,150,518,626
5375,MSD Wayne Township,5265,Robey Elementary School,,8,279,130,71,1,258,408,747
5375,MSD Wayne Township,5267,North Wayne Elementary School,,4,500,200,39,2,24,578,769
5375,MSD Wayne Township,5268,Achieve Virtual Elementary,,2,39,22,10,,27,24,100
5375,MSD Wayne Township,5270,Stout Field Elementary School,3,3,50,211,34,1,325,518,627
5375,MSD Wayne Township,5271,Sanders School,,,23,5,5,,36,51,69
5375,MSD Wayne Township,5273,Westlake Elementary School,2,,335,213,24,,77,428,651
5375,MSD Wayne Township,5274,Chapelwood Elementary School,1,11,450,176,42,,99,573,779
5375,MSD Wayne Township,5288,Achieve Virtual Education Academy,1,2,109,86,20,,236,140,454
5375,MSD Wayne Township,5446,Bridgeport Elementary School,7,9,318,190,48,1,129,446,702
5375,MSD Wayne Township,5447,Ben Davis University High School,,5,122,136,7,,88,258,358
5380,Beech Grove City Schools,5449,Beech Grove Sr High School,,6,148,122,73,,569,613,918
5380,Beech Grove City Schools,5453,Beech Grove Middle School,,5,71,47,49,,304,346,476
5380,Beech Grove City Schools,5457,Central Elementary School,,1,43,49,41,1,248,280,383
5380,Beech Grove City Schools,5461,South Grove Intermediate School,,4,81,66,54,,405,434,610
5380,Beech Grove City Schools,5463,Hornet Park Elementary School,,4,56,49,52,,295,275,456
5385,Indianapolis Public Schools,108,Impact Academy 1,,1,30,2,3,,7,9,43
5385,Indianapolis Public Schools,109,Thrival Academy,,,82,7,6,,6,15,101
5385,Indianapolis Public Schools,112,Impact Academy 2,,,15,1,2,,34,,52
5385,Indianapolis Public Schools,113,Impact Academy 3,,,4,6,3,,28,,41
5385,Indianapolis Public Schools,5462,Arsenal Technical High School,2,15,847,1255,67,1,179,1706,2366
5385,Indianapolis Public Schools,5466,Arlington Community Middle School,,1,192,48,7,,11,218,259
5385,Indianapolis Public Schools,5467,HW Longfellow Med/STEM Magnet Midl,,4,142,181,18,,50,320,395
5385,Indianapolis Public Schools,5474,Crispus Attucks High School,2,3,690,411,45,,37,904,1188
5385,Indianapolis Public Schools,5482,Emmerich Manual High School,,1,32,17,8,,25,,83
5385,Indianapolis Public Schools,5492,Shortridge High School,,18,528,321,48,,174,742,1089
5385,Indianapolis Public Schools,5498,Cold Spring School,,5,185,70,32,,84,226,376
5385,Indianapolis Public Schools,5515,Thomas D Gregg School 15,,,204,241,37,,67,465,549
5385,Indianapolis Public Schools,5516,Northwest Community Middle School,1,3,157,161,9,,24,253,355
5385,Indianapolis Public Schools,5531,James A Garfield School 31,,,65,63,20,,105,195,253
5385,Indianapolis Public Schools,5534,Eleanor Skillen School 34,1,,54,77,26,,135,235,293
5385,Indianapolis Public Schools,5538,Center for Inquiry School 70,2,9,74,44,31,,311,116,471
5385,Indianapolis Public Schools,5539,William McKinley School 39,,5,71,111,29,,153,280,369
5385,Indianapolis Public Schools,5543,James Whitcomb Riley School 43,1,4,217,21,22,,10,236,275
5385,Indianapolis Public Schools,5546,Daniel Webster School 46,1,,75,177,30,1,133,331,417
5385,Indianapolis Public Schools,5549,William Penn School 49,5,,74,256,37,,137,395,509
5385,Indianapolis Public Schools,5551,James Russell Lowell School 51,,,152,119,13,,10,234,294
5385,Indianapolis Public Schools,5554,Brookside School 54,,,186,86,17,,42,254,331
5385,Indianapolis Public Schools,5555,IPS/Butler Lab at Eliza Blaker 55,1,4,134,61,38,,206,203,444
5385,Indianapolis Public Schools,5556,Francis W Parker School 56,,,200,32,16,,26,207,274
5385,Indianapolis Public Schools,5557,George W Julian School 57,1,,36,33,18,,84,110,172
5385,Indianapolis Public Schools,5558,Ralph Waldo Emerson School 58,,1,137,65,16,,40,209,259
5385,Indianapolis Public Schools,5560,IPS/Butler Lab at William Bell 60,1,4,227,56,41,,270,281,599
5385,Indianapolis Public Schools,5565,Raymond F Brandes School 65,,19,28,37,17,,49,124,150
5385,Indianapolis Public Schools,5570,Edison School of the Arts 47,1,4,310,181,40,,90,502,626
5385,Indianapolis Public Schools,5574,Theodore Potter School 74,,,23,178,15,,38,159,254
5385,Indianapolis Public Schools,5577,Merle Sidener Gifted Academy,,6,83,65,26,,120,130,300
5385,Indianapolis Public Schools,5579,Carl Wilde School 79,,15,127,418,12,,26,453,598
5385,Indianapolis Public Schools,5582,Christian Park School 82,,,45,66,20,,115,200,246
5385,Indianapolis Public Schools,5583,Floro Torrence School 83,1,1,122,58,7,,8,165,197
5385,Indianapolis Public Schools,5587,George Washington Carver School 87,,3,144,140,21,,117,221,425
5385,Indianapolis Public Schools,5588,Anna Brochhausen School 88,,2,165,49,23,,24,208,263
5385,Indianapolis Public Schools,5590,Ernie Pyle School 90,,2,101,143,7,,21,214,274
5385,Indianapolis Public Schools,5591,Rousseau McClellan School 91,,,108,88,57,,289,212,542
5385,Indianapolis Public Schools,5596,Meredith Nicholson School 96,,,43,300,6,,9,284,358
5385,Indianapolis Public Schools,5601,H L Harshman Middle School,,3,177,337,12,,20,453,549
5385,Indianapolis Public Schools,5602,Francis Bellamy Pre-School Center,,1,63,40,8,,11,86,123
5385,Indianapolis Public Schools,5605,Charles Warren Fairbanks Sch 105,,,130,166,10,,7,240,313
5385,Indianapolis Public Schools,5606,Robert Lee Frost School 106,2,1,179,38,17,,15,203,252
5385,Indianapolis Public Schools,5607,Lew Wallace School 107,1,20,203,216,10,,12,341,462
5385,Indianapolis Public Schools,5609,Jonathan Jennings School 109,,,77,190,9,,13,220,289
5385,Indianapolis Public Schools,5614,Paul I Miller School 114,,2,130,49,19,,67,232,267
5385,Indianapolis Public Schools,5619,George S Buck School 94,,,148,72,10,,15,183,245
5385,Indianapolis Public Schools,5623,Arlington Woods School 99,1,,221,79,19,,15,283,335
5385,Indianapolis Public Schools,5635,Center For Inquiry School 2,1,15,56,43,46,,283,123,444
5385,Indianapolis Public Schools,5644,George Washington High School,3,4,316,315,31,,84,504,753
5385,Indianapolis Public Schools,5659,Center for Inquiry School 84,2,11,25,13,40,2,376,36,469
5385,Indianapolis Public Schools,5662,Clarence Farrington School 61,,1,170,259,16,,21,371,467
5385,Indianapolis Public Schools,5668,Center for Inquiry School 27,1,7,157,109,47,,204,260,525
5385,Indianapolis Public Schools,5674,Frederick Douglass School 19,1,1,108,207,22,,105,355,444
5390,Southside Sp Srvs Of Marion Co,5320,RISE Learning Center,,16,23,6,11,,105,78,161
5400,School Town of Speedway,5889,Speedway Junior High School,,18,79,67,27,,127,192,318
5400,School Town of Speedway,5891,Speedway Senior High School,,30,156,99,30,,250,270,565
5400,School Town of Speedway,5893,James A Allison Elementary Sch 3,,17,94,56,9,1,69,174,246
5400,School Town of Speedway,5897,Carl G Fisher Elementary School 1,,1,25,19,10,,85,64,140
5400,School Town of Speedway,5901,Arthur C Newby Elementary School 2,,4,93,34,14,,97,152,242
5400,School Town of Speedway,5905,Frank H Wheeler Elementary Sch 4,2,22,114,101,17,1,97,247,354
5455,Culver Community Schools Corp,5245,Culver Community Middle/High Sch,,4,5,44,21,,351,257,425
5455,Culver Community Schools Corp,5928,Culver Elementary School,,2,10,36,21,,346,247,415
5470,Argos Community Schools,5936,Argos Community Elementary,,,2,25,9,,322,212,358
5470,Argos Community Schools,5937,Argos Comm Jr-Sr High School,,2,2,15,7,,305,165,331
5480,Bremen Public Schools,5941,Bremen Senior High School,,4,2,141,8,,317,214,472
5480,Bremen Public Schools,5943,Bremen Elementary/Middle School,1,7,3,308,24,,657,532,1000
5485,Plymouth Community School Corp,5933,Menominee Elementary School,,,4,80,10,,253,189,347
5485,Plymouth Community School Corp,5945,Plymouth High School,2,14,11,302,31,1,717,547,1078
5485,Plymouth Community School Corp,5949,Lincoln Junior High School,,1,6,138,5,,360,283,510
5485,Plymouth Community School Corp,5956,Riverside Intermediate,,1,7,142,16,1,307,281,474
5485,Plymouth Community School Corp,5961,Jefferson Elementary School,,,4,102,7,,190,205,303
5485,Plymouth Community School Corp,5965,Washington Discovery Academy,,1,1,89,3,,131,146,225
5485,Plymouth Community School Corp,5969,Webster Elementary School,,,4,123,13,,198,205,338
5495,Triton School Corporation,5922,Triton Elementary School,1,5,6,27,8,1,480,263,528
5495,Triton School Corporation,5923,Triton Jr-Sr High School,,,4,21,6,,387,168,418
5520,Shoals Community School Corp,5985,Shoals Community High School,1,1,,4,6,,180,99,192
5520,Shoals Community School Corp,5989,Shoals Community Elementary School,1,,,2,5,,306,142,314
5520,Shoals Community School Corp,5991,Shoals Middle School,,,,,11,,152,94,163
5525,Loogootee Community Sch Corp,5997,Loogootee Elementary School,,,2,3,7,,287,130,299
5525,Loogootee Community Sch Corp,6001,Loogootee Middle School,,1,2,4,6,,197,84,210
5525,Loogootee Community Sch Corp,6003,Loogootee High School,,3,1,11,6,,220,77,241
5615,Maconaquah School Corp,6012,Pipe Creek Elementary School,,1,11,39,24,,280,205,355
5615,Maconaquah School Corp,6032,Maconaquah High School,1,5,6,47,38,,497,301,594
5615,Maconaquah School Corp,6033,Maconaquah Middle School,2,1,7,37,37,,351,269,435
5615,Maconaquah School Corp,6035,Maconaquah Elementary School,2,1,9,49,31,,465,367,557
5620,North Miami Community Schools,6049,North Miami Middle/High School,2,2,4,14,9,,369,167,400
5620,North Miami Community Schools,6051,North Miami Elementary School,11,3,2,12,13,,329,185,370
5625,Oak Hill United School Corp,2305,Oak Hill Junior High School,,,3,18,12,,236,112,269
5625,Oak Hill United School Corp,2306,Swayzee Elementary School,,,3,15,7,,211,102,236
5625,Oak Hill United School Corp,6069,Oak Hill High School,,2,8,41,20,,466,200,537
5625,Oak Hill United School Corp,6073,Converse Elementary School,,3,2,12,14,,299,130,330
5625,Oak Hill United School Corp,6081,Sweetser Elementary School,,1,1,12,11,,230,99,255
5635,Peru Community Schools,6085,Peru Jr/Sr High School,7,3,33,43,63,1,733,515,883
5635,Peru Community Schools,6093,Blair Pointe Upper Elementary,4,,15,21,50,,462,343,552
5635,Peru Community Schools,6097,Elmwood Primary Learning Center,6,2,10,15,34,,354,282,421
5705,Richland-Bean Blossom C S C,6144,Edgewood Early Childhood Center,,,2,2,6,,82,18,92
5705,Richland-Bean Blossom C S C,6146,Edgewood High School,1,5,3,32,32,3,744,269,820
5705,Richland-Bean Blossom C S C,6147,Edgewood Junior High School,2,1,5,28,24,1,542,237,603
5705,Richland-Bean Blossom C S C,6151,Edgewood Primary School,1,5,7,17,29,4,587,231,650
5705,Richland-Bean Blossom C S C,6153,Edgewood Intermediate School,,4,6,32,29,,502,221,573
5740,Monroe County Community Sch Corp,6123,Unionville Elementary School,1,,1,12,8,,220,63,242
5740,Monroe County Community Sch Corp,6134,Lakeview Elementary School,,3,1,10,29,,361,135,404
5740,Monroe County Community Sch Corp,6157,Grandview Elementary School,,2,13,34,24,2,314,236,389
5740,Monroe County Community Sch Corp,6162,Highland Park Elementary School,2,8,46,26,35,,250,212,367
5740,Monroe County Community Sch Corp,6164,Summit Elementary School,3,18,56,103,66,1,369,299,616
5740,Monroe County Community Sch Corp,6166,Bloomington High School South,2,79,57,120,103,2,1286,444,1649
5740,Monroe County Community Sch Corp,6168,Bloomington High School North,2,84,109,124,110,,1161,519,1590
5740,Monroe County Community Sch Corp,6170,Tri-North Middle School,3,33,53,45,52,,388,233,574
5740,Monroe County Community Sch Corp,6172,Lora L Batchelor Middle School,,9,26,37,43,1,362,223,478
5740,Monroe County Community Sch Corp,6173,Binford Elementary School,1,50,9,24,38,,353,97,475
5740,Monroe County Community Sch Corp,6181,Arlington Heights Elementary Sch,,3,33,23,37,3,233,208,332
5740,Monroe County Community Sch Corp,6187,Childs Elementary School,,50,12,16,40,,365,64,483
5740,Monroe County Community Sch Corp,6189,Clear Creek Elementary School,,1,5,19,26,,310,185,361
5740,Monroe County Community Sch Corp,6197,Fairview Elementary School,1,6,62,47,44,,142,253,302
5740,Monroe County Community Sch Corp,6199,Hoosier Hills Childcare Center,,,,,1,,8,,9
5740,Monroe County Community Sch Corp,6202,The Acad of Sci & Entrepreneurship,,2,1,3,6,,65,23,77
5740,Monroe County Community Sch Corp,6213,Marlin Elementary School,,1,1,5,7,1,189,44,204
5740,Monroe County Community Sch Corp,6217,Rogers Elementary School,,33,5,15,25,1,233,81,312
5740,Monroe County Community Sch Corp,6220,Bloomington Graduation School,,1,8,6,10,,75,62,100
5740,Monroe County Community Sch Corp,6223,Jackson Creek Middle School,1,37,14,30,42,1,399,149,524
5740,Monroe County Community Sch Corp,6225,Templeton Elementary School,4,14,49,48,46,,247,273,408
5740,Monroe County Community Sch Corp,6226,University Elementary School,,94,46,37,47,,372,194,596
5740,Monroe County Community Sch Corp,6312,Early Learning Center,,,1,1,,,18,,20
5835,North Montgomery Com Sch Corp,6240,Pleasant Hill Elementary School,2,3,2,5,5,,277,95,294
5835,North Montgomery Com Sch Corp,6243,Lester B Sommer Elementary School,2,,,31,8,,296,131,337
5835,North Montgomery Com Sch Corp,6244,North Montgomery Middle School,2,2,1,32,5,,377,158,419
5835,North Montgomery Com Sch Corp,6246,Sugar Creek Elementary School,,,1,13,7,,248,107,269
5835,North Montgomery Com Sch Corp,6271,North Montgomery High School,2,6,2,37,12,,457,170,516
5845,South Montgomery Com Sch Corp,6233,Ladoga Elementary School,,,1,4,7,,151,62,163
5845,South Montgomery Com Sch Corp,6257,Southmont Sr High School,1,3,2,19,14,,438,181,477
5845,South Montgomery Com Sch Corp,6258,Walnut Elementary School,,,,4,3,,153,16,160
5845,South Montgomery Com Sch Corp,6261,Southmont Jr High School,,3,1,19,19,,334,137,376
5845,South Montgomery Com Sch Corp,6269,New Market Elementary School,,1,8,17,10,,435,155,471
5855,Crawfordsville Community Schools,6277,Crawfordsville Sr High School,1,9,15,143,22,,502,399,692
5855,Crawfordsville Community Schools,6281,Crawfordsville Middle School,,10,15,139,12,,404,350,580
5855,Crawfordsville Community Schools,6289,Mollie B Hoover Elementary School,,2,10,82,5,2,274,246,375
5855,Crawfordsville Community Schools,6293,Laura Hose Elementary School,,2,10,85,18,,269,261,384
5855,Crawfordsville Community Schools,6301,Meredith Nicholson Elementary Sch,1,,8,86,11,1,261,253,368
5855,Crawfordsville Community Schools,6305,Anna Willson School,,,5,25,6,,96,96,132
5900,Monroe-Gregg School District,6315,Monrovia Middle School,1,,10,9,9,,299,151,328
5900,Monroe-Gregg School District,6321,Monrovia High School,1,,10,14,9,,494,189,528
5900,Monroe-Gregg School District,6323,Monrovia Elementary School,,1,24,18,18,,641,318,702
5910,Eminence Community School Corp,6325,Eminence Jr-Sr High School,,,1,,3,,174,85,178
5910,Eminence Community School Corp,6327,Eminence Elementary School,,,,2,6,,120,73,128
5925,MSD Martinsville Schools,6309,Green Township Elementary School,,4,,4,4,,118,51,130
5925,MSD Martinsville Schools,6329,Martinsville High School,1,7,9,33,27,,1233,580,1310
5925,MSD Martinsville Schools,6332,John R. Wooden Middle School,1,4,3,14,18,,584,312,624
5925,MSD Martinsville Schools,6334,Bell Intermediate Academy,,2,,18,18,,493,287,531
5925,MSD Martinsville Schools,6337,Brooklyn STEM Academy,2,,3,8,3,,211,111,227
5925,MSD Martinsville Schools,6341,Centerton Elementary School,,1,1,7,1,1,107,39,118
